Precinct,Winner_1,Winner_2,Winner_3,Winner_4,Winner_5
801,394,402,397,393,399
802,394,402,397,393,399
803,402,397,393,398,401
804,402,397,393,396,399
805,400,402,397,393,399
806,400,402,397,393,399
807,400,402,397,393,399
808,394,402,397,393,395
809,402,397,393,396,399
810,400,402,393,396,401
811,402,397,393,399,395
