Pref_Voter_Id,Contest_Id,Pref_Voter_Id,Serial_Number_Id,Tally_Type_Id,Precinct_Id,Over_Vote,Under_Vote,Choice_1,Choice_2,Choice_3,Choice_1_Race_Id,Choice_2_Race_Id,Choice_3_Race_Id
12309,38,12309,2,3,363,0,0,412,413,0,Black,Hispanic,0
13472,38,13472,7,3,338,0,0,414,413,0,White,Hispanic,0
13473,38,13473,7,3,346,0,0,412,413,414,Black,Hispanic,White
13474,38,13474,7,3,346,0,0,412,413,414,Black,Hispanic,White
13475,38,13475,7,3,346,0,0,414,413,412,White,Hispanic,Black
13476,38,13476,7,3,346,0,0,412,414,413,Black,White,Hispanic
13477,38,13477,7,3,346,0,0,412,414,413,Black,White,Hispanic
13478,38,13478,7,3,346,0,1,0,0,0,0,0,0
13479,38,13479,7,3,346,0,0,412,0,0,Black,0,0
13480,38,13480,7,3,346,0,0,412,413,414,Black,Hispanic,White
13481,38,13481,7,3,346,0,0,413,414,0,Hispanic,White,0
13482,38,13482,7,3,346,0,0,412,414,413,Black,White,Hispanic
13483,38,13483,7,3,346,0,0,412,414,413,Black,White,Hispanic
13484,38,13484,7,3,346,0,0,412,413,414,Black,Hispanic,White
13485,38,13485,7,3,346,0,0,412,0,0,Black,0,0
13486,38,13486,7,3,346,0,0,413,414,0,Hispanic,White,0
13487,38,13487,7,3,346,0,0,412,414,413,Black,White,Hispanic
13488,38,13488,7,3,346,0,0,412,413,414,Black,Hispanic,White
13489,38,13489,7,3,346,0,0,414,413,412,White,Hispanic,Black
13490,38,13490,7,3,346,0,0,414,413,412,White,Hispanic,Black
13491,38,13491,7,3,346,0,0,412,413,414,Black,Hispanic,White
13492,38,13492,7,3,346,0,0,412,414,0,Black,White,0
13493,38,13493,7,3,346,0,0,412,413,414,Black,Hispanic,White
13494,38,13494,7,3,346,0,0,412,0,0,Black,0,0
13495,38,13495,7,3,346,0,0,413,0,0,Hispanic,0,0
13496,38,13496,7,3,346,0,0,75,412,0,75,Black,0
13497,38,13497,7,3,346,0,0,412,0,0,Black,0,0
13498,38,13498,7,3,346,0,0,414,412,413,White,Black,Hispanic
13499,38,13499,7,3,346,0,0,414,413,412,White,Hispanic,Black
13500,38,13500,7,3,346,0,0,413,412,75,Hispanic,Black,75
13501,38,13501,7,3,346,0,0,412,413,414,Black,Hispanic,White
13502,38,13502,7,3,346,0,0,412,0,0,Black,0,0
13503,38,13503,7,3,346,0,0,412,0,0,Black,0,0
13504,38,13504,7,3,346,0,0,412,413,0,Black,Hispanic,0
13505,38,13505,7,3,346,0,0,412,413,414,Black,Hispanic,White
13506,38,13506,7,3,346,0,0,412,0,0,Black,0,0
13507,38,13507,7,3,346,0,0,412,0,0,Black,0,0
13508,38,13508,7,3,346,0,0,412,413,414,Black,Hispanic,White
13509,38,13509,7,3,346,0,0,413,414,412,Hispanic,White,Black
13510,38,13510,7,3,346,0,0,412,413,0,Black,Hispanic,0
13511,38,13511,7,3,346,0,0,412,413,414,Black,Hispanic,White
13512,38,13512,7,3,346,0,0,412,413,75,Black,Hispanic,75
13513,38,13513,7,3,346,0,0,75,414,413,75,White,Hispanic
13514,38,13514,7,3,346,0,0,413,412,75,Hispanic,Black,75
13515,38,13515,7,3,346,0,0,414,413,412,White,Hispanic,Black
13516,38,13516,7,3,346,0,0,412,413,414,Black,Hispanic,White
13517,38,13517,7,3,346,0,0,412,0,0,Black,0,0
13518,38,13518,7,3,346,0,0,75,0,0,75,0,0
13519,38,13519,7,3,346,0,0,412,414,413,Black,White,Hispanic
13520,38,13520,7,3,346,0,0,414,0,0,White,0,0
13521,38,13521,7,3,346,0,0,412,413,414,Black,Hispanic,White
13522,38,13522,7,3,346,0,0,412,0,0,Black,0,0
13523,38,13523,7,3,346,0,0,414,413,0,White,Hispanic,0
13524,38,13524,7,3,346,0,0,412,413,414,Black,Hispanic,White
13525,38,13525,7,3,346,0,0,412,413,414,Black,Hispanic,White
13526,38,13526,7,3,346,0,0,412,413,414,Black,Hispanic,White
13527,38,13527,7,3,346,0,0,412,0,0,Black,0,0
13528,38,13528,7,3,346,0,0,412,414,413,Black,White,Hispanic
13529,38,13529,7,3,346,0,0,412,414,413,Black,White,Hispanic
13530,38,13530,7,3,346,0,0,412,413,414,Black,Hispanic,White
13531,38,13531,7,3,346,0,0,412,414,0,Black,White,0
13532,38,13532,7,3,346,0,0,412,413,414,Black,Hispanic,White
13533,38,13533,7,3,346,0,0,412,413,414,Black,Hispanic,White
13534,38,13534,7,3,346,0,0,412,413,414,Black,Hispanic,White
13535,38,13535,7,3,346,0,0,412,413,414,Black,Hispanic,White
13536,38,13536,7,3,346,0,0,412,413,414,Black,Hispanic,White
