Pref_Voter_Id,Contest_Id,Pref_Voter_Id,Serial_Number_Id,Tally_Type_Id,Precinct_Id,Over_Vote,Under_Vote,Choice_1,Choice_2,Choice_3,Choice_1_Race_Id,Choice_2_Race_Id,Choice_3_Race_Id
31983,70,31983,1,3,240,0,0,400,398,399,Hispanic,White,Black
31984,70,31984,1,3,240,0,0,399,0,0,Black,0,0
31985,70,31985,1,3,240,0,0,94,398,400,94,White,Hispanic
31986,70,31986,1,3,240,0,0,400,0,0,Hispanic,0,0
31987,70,31987,1,3,240,0,0,398,0,0,White,0,0
31988,70,31988,1,3,240,0,0,398,0,0,White,0,0
31989,70,31989,1,3,240,0,0,400,399,398,Hispanic,Black,White
31990,70,31990,1,3,240,0,0,398,399,400,White,Black,Hispanic
31991,70,31991,1,3,240,0,0,399,398,400,Black,White,Hispanic
31992,70,31992,1,3,240,0,1,0,0,0,0,0,0
31993,70,31993,1,3,240,0,0,400,398,0,Hispanic,White,0
31994,70,31994,1,3,240,0,0,398,399,400,White,Black,Hispanic
31995,70,31995,1,3,240,0,0,398,400,399,White,Hispanic,Black
31996,70,31996,1,3,240,0,0,399,398,0,Black,White,0
31997,70,31997,1,3,240,0,0,398,400,0,White,Hispanic,0
31998,70,31998,1,3,240,0,0,400,399,398,Hispanic,Black,White
31999,70,31999,1,3,240,0,0,398,400,0,White,Hispanic,0
32000,70,32000,1,3,240,0,0,399,0,0,Black,0,0
32001,70,32001,1,3,240,0,0,399,0,0,Black,0,0
32002,70,32002,1,3,240,0,0,398,400,399,White,Hispanic,Black
32003,70,32003,1,3,240,0,0,400,398,0,Hispanic,White,0
32004,70,32004,1,3,240,0,0,400,0,0,Hispanic,0,0
32005,70,32005,1,3,240,0,0,398,400,0,White,Hispanic,0
32006,70,32006,1,3,240,0,0,398,400,0,White,Hispanic,0
32007,70,32007,1,3,240,0,0,398,400,399,White,Hispanic,Black
32008,70,32008,1,3,240,0,0,398,399,400,White,Black,Hispanic
32009,70,32009,1,3,240,0,1,0,0,0,0,0,0
32010,70,32010,1,3,240,0,0,398,0,0,White,0,0
32011,70,32011,1,3,240,0,0,400,398,399,Hispanic,White,Black
32012,70,32012,1,3,240,0,0,398,400,399,White,Hispanic,Black
32013,70,32013,1,3,240,0,0,399,400,398,Black,Hispanic,White
32014,70,32014,1,3,240,0,0,398,400,0,White,Hispanic,0
32015,70,32015,1,3,240,0,0,400,0,0,Hispanic,0,0
32016,70,32016,1,3,240,0,0,399,0,0,Black,0,0
32017,70,32017,1,3,240,0,0,398,400,399,White,Hispanic,Black
32018,70,32018,1,3,240,0,0,398,400,399,White,Hispanic,Black
32019,70,32019,1,3,242,0,0,399,400,398,Black,Hispanic,White
32020,70,32020,1,3,244,0,0,398,0,0,White,0,0
32021,70,32021,1,3,244,0,0,399,400,398,Black,Hispanic,White
32022,70,32022,1,3,244,0,0,398,0,0,White,0,0
32023,70,32023,1,3,244,0,0,399,400,398,Black,Hispanic,White
32024,70,32024,1,3,244,0,0,398,400,399,White,Hispanic,Black
32025,70,32025,1,3,244,0,0,400,0,0,Hispanic,0,0
32026,70,32026,1,3,244,0,0,399,0,0,Black,0,0
32027,70,32027,1,3,244,0,0,398,0,0,White,0,0
32028,70,32028,1,3,244,0,0,398,0,0,White,0,0
32029,70,32029,1,3,244,0,0,399,0,0,Black,0,0
32030,70,32030,1,3,244,0,0,399,398,400,Black,White,Hispanic
32031,70,32031,1,3,244,0,0,400,399,398,Hispanic,Black,White
32032,70,32032,1,3,244,0,0,398,400,399,White,Hispanic,Black
32033,70,32033,1,3,244,0,0,400,399,398,Hispanic,Black,White
32034,70,32034,1,3,244,0,1,0,0,0,0,0,0
32035,70,32035,1,3,244,0,0,400,399,398,Hispanic,Black,White
32036,70,32036,1,3,244,0,0,400,398,0,Hispanic,White,0
32037,70,32037,1,3,244,0,0,399,398,0,Black,White,0
32038,70,32038,1,3,244,0,0,400,399,398,Hispanic,Black,White
32039,70,32039,1,3,244,0,0,398,0,0,White,0,0
32040,70,32040,1,3,244,0,0,400,398,399,Hispanic,White,Black
32041,70,32041,1,3,244,0,0,400,0,0,Hispanic,0,0
32042,70,32042,1,3,244,0,0,399,0,0,Black,0,0
32043,70,32043,1,3,244,0,0,400,399,398,Hispanic,Black,White
32044,70,32044,1,3,244,0,1,0,0,0,0,0,0
32045,70,32045,1,3,244,0,0,399,0,0,Black,0,0
32046,70,32046,1,3,244,0,0,399,398,400,Black,White,Hispanic
32047,70,32047,1,3,244,0,0,399,398,400,Black,White,Hispanic
32048,70,32048,1,3,244,0,0,399,400,398,Black,Hispanic,White
32049,70,32049,1,3,244,0,0,398,400,399,White,Hispanic,Black
32050,70,32050,1,3,244,0,0,400,399,398,Hispanic,Black,White
32051,70,32051,1,3,244,0,0,399,398,400,Black,White,Hispanic
32052,70,32052,1,3,244,0,0,399,398,400,Black,White,Hispanic
32053,70,32053,1,3,244,0,0,399,400,398,Black,Hispanic,White
32054,70,32054,1,3,244,0,0,398,399,400,White,Black,Hispanic
32055,70,32055,1,3,244,0,0,399,400,398,Black,Hispanic,White
32056,70,32056,1,3,244,0,0,399,0,0,Black,0,0
32057,70,32057,1,3,244,0,0,400,398,399,Hispanic,White,Black
32058,70,32058,1,3,244,0,0,399,398,400,Black,White,Hispanic
32059,70,32059,1,3,244,0,0,400,0,0,Hispanic,0,0
32060,70,32060,1,3,244,0,0,399,0,0,Black,0,0
32061,70,32061,1,3,244,0,1,0,0,0,0,0,0
32062,70,32062,1,3,244,0,0,399,400,398,Black,Hispanic,White
32063,70,32063,1,3,244,0,0,399,0,0,Black,0,0
32064,70,32064,1,3,244,0,0,399,398,400,Black,White,Hispanic
32065,70,32065,1,3,244,0,0,399,400,398,Black,Hispanic,White
32066,70,32066,1,3,244,0,0,398,400,0,White,Hispanic,0
32067,70,32067,1,3,244,0,0,400,398,0,Hispanic,White,0
32068,70,32068,1,3,244,0,0,400,0,0,Hispanic,0,0
32069,70,32069,1,3,244,0,1,0,0,0,0,0,0
32070,70,32070,1,3,244,0,0,400,398,0,Hispanic,White,0
32071,70,32071,1,3,244,0,0,399,0,0,Black,0,0
32072,70,32072,1,3,244,0,0,398,400,399,White,Hispanic,Black
32073,70,32073,1,3,244,0,0,398,399,0,White,Black,0
32074,70,32074,1,3,244,0,0,400,94,399,Hispanic,94,Black
32075,70,32075,1,3,244,0,0,398,399,0,White,Black,0
32076,70,32076,1,3,244,0,1,0,0,0,0,0,0
32077,70,32077,1,3,244,0,0,398,399,400,White,Black,Hispanic
32078,70,32078,1,3,244,0,0,398,399,400,White,Black,Hispanic
32079,70,32079,1,3,244,0,0,398,399,0,White,Black,0
32080,70,32080,1,3,244,0,0,398,400,399,White,Hispanic,Black
32081,70,32081,1,3,244,0,0,398,0,0,White,0,0
32082,70,32082,1,3,244,0,1,0,0,0,0,0,0
32083,70,32083,1,3,244,0,0,399,400,398,Black,Hispanic,White
32084,70,32084,1,3,244,0,0,399,0,0,Black,0,0
32085,70,32085,1,3,244,0,0,399,400,0,Black,Hispanic,0
32086,70,32086,1,3,244,0,0,400,0,0,Hispanic,0,0
32087,70,32087,1,3,244,0,0,398,400,0,White,Hispanic,0
32088,70,32088,1,3,244,0,0,399,398,400,Black,White,Hispanic
32089,70,32089,1,3,244,0,1,0,0,0,0,0,0
32090,70,32090,1,3,244,0,0,399,398,400,Black,White,Hispanic
32091,70,32091,1,3,244,0,0,398,400,399,White,Hispanic,Black
32092,70,32092,1,3,244,0,1,0,0,0,0,0,0
32093,70,32093,1,3,244,0,0,399,400,0,Black,Hispanic,0
32094,70,32094,1,3,244,0,0,399,398,0,Black,White,0
32095,70,32095,1,3,244,0,0,398,0,0,White,0,0
32096,70,32096,1,3,244,0,0,398,0,0,White,0,0
32097,70,32097,1,3,244,0,0,399,398,400,Black,White,Hispanic
32098,70,32098,1,3,244,0,0,398,399,400,White,Black,Hispanic
32099,70,32099,1,3,244,0,0,398,399,400,White,Black,Hispanic
32100,70,32100,1,3,244,0,0,399,400,398,Black,Hispanic,White
32101,70,32101,1,3,244,0,1,0,0,0,0,0,0
32148,70,32148,1,3,254,0,0,399,94,0,Black,94,0
32149,70,32149,1,3,254,0,0,400,0,0,Hispanic,0,0
32150,70,32150,1,3,254,0,0,400,0,0,Hispanic,0,0
32151,70,32151,1,3,254,0,0,398,400,399,White,Hispanic,Black
32152,70,32152,1,3,254,0,0,398,400,399,White,Hispanic,Black
32153,70,32153,1,3,254,0,0,399,0,0,Black,0,0
32154,70,32154,1,3,254,0,0,398,400,0,White,Hispanic,0
32155,70,32155,1,3,254,0,1,0,0,0,0,0,0
32156,70,32156,1,3,254,0,0,398,0,0,White,0,0
32157,70,32157,1,3,254,0,0,398,399,400,White,Black,Hispanic
32158,70,32158,1,3,254,0,1,0,0,0,0,0,0
32159,70,32159,1,3,254,0,0,399,0,0,Black,0,0
32160,70,32160,1,3,254,0,0,398,400,399,White,Hispanic,Black
32161,70,32161,1,3,254,0,0,399,400,398,Black,Hispanic,White
32162,70,32162,1,3,254,0,0,400,398,399,Hispanic,White,Black
32163,70,32163,1,3,254,0,0,399,0,0,Black,0,0
32164,70,32164,1,3,254,0,0,399,0,0,Black,0,0
32165,70,32165,1,3,254,0,0,398,399,0,White,Black,0
32166,70,32166,1,3,254,0,0,398,400,399,White,Hispanic,Black
32167,70,32167,1,3,254,0,0,398,400,399,White,Hispanic,Black
32168,70,32168,1,3,254,0,0,398,400,399,White,Hispanic,Black
32169,70,32169,1,3,254,0,0,400,399,398,Hispanic,Black,White
32170,70,32170,1,3,254,0,0,400,399,398,Hispanic,Black,White
32171,70,32171,1,3,254,0,1,0,0,0,0,0,0
32172,70,32172,1,3,254,0,0,400,0,0,Hispanic,0,0
32173,70,32173,1,3,254,0,0,399,400,398,Black,Hispanic,White
32174,70,32174,1,3,254,0,0,399,0,0,Black,0,0
32175,70,32175,1,3,254,0,1,0,0,0,0,0,0
32176,70,32176,1,3,254,0,1,0,0,0,0,0,0
32177,70,32177,1,3,254,0,0,399,0,0,Black,0,0
32178,70,32178,1,3,254,0,0,399,400,398,Black,Hispanic,White
32179,70,32179,1,3,254,0,0,398,0,0,White,0,0
32180,70,32180,1,3,254,0,0,400,0,0,Hispanic,0,0
32181,70,32181,1,3,254,0,0,399,400,398,Black,Hispanic,White
32182,70,32182,1,3,254,0,0,400,398,0,Hispanic,White,0
32183,70,32183,1,3,254,0,0,400,399,0,Hispanic,Black,0
32184,70,32184,1,3,254,0,0,400,0,0,Hispanic,0,0
32185,70,32185,1,3,254,0,0,399,398,400,Black,White,Hispanic
32186,70,32186,1,3,254,0,0,399,400,398,Black,Hispanic,White
32187,70,32187,1,3,254,0,0,398,0,0,White,0,0
32188,70,32188,1,3,254,0,0,398,0,0,White,0,0
32189,70,32189,1,3,254,0,0,399,398,400,Black,White,Hispanic
32190,70,32190,1,3,254,0,0,398,0,0,White,0,0
32191,70,32191,1,3,254,0,0,398,400,399,White,Hispanic,Black
32192,70,32192,1,3,254,0,0,400,0,0,Hispanic,0,0
32193,70,32193,1,3,254,0,1,0,0,0,0,0,0
32194,70,32194,1,3,254,0,0,400,398,399,Hispanic,White,Black
32195,70,32195,1,3,254,0,1,0,0,0,0,0,0
32196,70,32196,1,3,254,0,0,399,398,400,Black,White,Hispanic
32197,70,32197,1,3,254,0,0,399,0,0,Black,0,0
32198,70,32198,1,3,254,0,0,399,0,0,Black,0,0
32199,70,32199,1,3,254,0,0,398,399,400,White,Black,Hispanic
32200,70,32200,1,3,254,0,1,0,0,0,0,0,0
32201,70,32201,1,3,254,0,0,399,400,398,Black,Hispanic,White
32202,70,32202,1,3,254,0,0,399,398,400,Black,White,Hispanic
32203,70,32203,1,3,254,0,0,399,398,400,Black,White,Hispanic
32204,70,32204,1,3,254,0,0,399,398,400,Black,White,Hispanic
32205,70,32205,1,3,254,0,1,0,0,0,0,0,0
32206,70,32206,1,3,254,0,0,398,400,0,White,Hispanic,0
32207,70,32207,1,3,254,0,0,400,398,0,Hispanic,White,0
32208,70,32208,1,3,254,0,0,398,399,400,White,Black,Hispanic
32209,70,32209,1,3,254,0,0,399,0,0,Black,0,0
32210,70,32210,1,3,254,0,1,0,0,0,0,0,0
32211,70,32211,1,3,254,0,0,398,400,399,White,Hispanic,Black
32212,70,32212,1,3,254,0,0,400,399,398,Hispanic,Black,White
32213,70,32213,1,3,254,0,0,400,0,0,Hispanic,0,0
32414,70,32414,1,3,262,0,1,0,0,0,0,0,0
32415,70,32415,1,3,262,0,0,400,399,0,Hispanic,Black,0
32416,70,32416,1,3,262,0,0,399,0,0,Black,0,0
32417,70,32417,1,3,262,0,0,398,399,400,White,Black,Hispanic
32418,70,32418,1,3,262,0,0,399,0,0,Black,0,0
32419,70,32419,1,3,262,0,1,0,0,0,0,0,0
32420,70,32420,1,3,262,0,0,399,0,0,Black,0,0
32421,70,32421,1,3,262,0,0,398,399,400,White,Black,Hispanic
32422,70,32422,1,3,262,0,0,399,400,0,Black,Hispanic,0
32423,70,32423,1,3,262,0,1,0,0,0,0,0,0
32424,70,32424,1,3,262,0,1,0,0,0,0,0,0
32425,70,32425,1,3,262,0,0,400,399,0,Hispanic,Black,0
32426,70,32426,1,3,262,0,0,400,0,0,Hispanic,0,0
32427,70,32427,1,3,262,0,1,0,0,0,0,0,0
32428,70,32428,1,3,262,0,0,399,400,398,Black,Hispanic,White
32429,70,32429,1,3,262,0,0,400,398,94,Hispanic,White,94
32430,70,32430,1,3,262,0,1,0,0,0,0,0,0
32431,70,32431,1,3,262,0,0,400,398,399,Hispanic,White,Black
32432,70,32432,1,3,262,0,0,398,399,0,White,Black,0
32433,70,32433,1,3,262,0,0,399,400,0,Black,Hispanic,0
32434,70,32434,1,3,262,0,1,0,0,0,0,0,0
32435,70,32435,1,3,262,0,0,400,399,398,Hispanic,Black,White
32436,70,32436,1,3,262,0,0,398,400,399,White,Hispanic,Black
32437,70,32437,1,3,262,0,0,400,0,0,Hispanic,0,0
32438,70,32438,1,3,262,0,0,399,398,400,Black,White,Hispanic
32439,70,32439,1,3,262,0,0,400,398,0,Hispanic,White,0
32440,70,32440,1,3,262,0,0,400,398,399,Hispanic,White,Black
32441,70,32441,1,3,262,0,0,398,400,399,White,Hispanic,Black
32442,70,32442,1,3,262,0,0,399,0,0,Black,0,0
32443,70,32443,1,3,262,0,0,400,398,399,Hispanic,White,Black
32444,70,32444,1,3,262,0,0,399,400,398,Black,Hispanic,White
32445,70,32445,1,3,262,0,0,399,0,0,Black,0,0
32446,70,32446,1,3,262,0,0,399,398,0,Black,White,0
32447,70,32447,1,3,262,0,0,399,398,400,Black,White,Hispanic
32448,70,32448,1,3,262,0,0,398,399,400,White,Black,Hispanic
32449,70,32449,1,3,262,0,0,399,0,0,Black,0,0
32450,70,32450,1,3,262,0,0,399,398,400,Black,White,Hispanic
32451,70,32451,1,3,262,0,1,0,0,0,0,0,0
32452,70,32452,1,3,262,0,1,0,0,0,0,0,0
32453,70,32453,1,3,262,0,0,399,400,0,Black,Hispanic,0
32454,70,32454,1,3,262,0,0,399,400,398,Black,Hispanic,White
32455,70,32455,1,3,262,0,0,400,399,398,Hispanic,Black,White
32456,70,32456,1,3,262,0,1,0,0,0,0,0,0
32457,70,32457,1,3,262,0,0,399,398,400,Black,White,Hispanic
32458,70,32458,1,3,262,0,0,400,399,398,Hispanic,Black,White
32459,70,32459,1,3,262,0,1,0,0,0,0,0,0
32460,70,32460,1,3,262,0,0,400,399,398,Hispanic,Black,White
32461,70,32461,1,3,262,0,0,400,399,398,Hispanic,Black,White
32462,70,32462,1,3,262,0,0,399,0,0,Black,0,0
32463,70,32463,1,3,262,0,0,399,0,0,Black,0,0
32464,70,32464,1,3,262,0,0,400,398,0,Hispanic,White,0
32465,70,32465,1,3,262,0,0,400,0,0,Hispanic,0,0
32466,70,32466,1,3,262,0,0,400,0,0,Hispanic,0,0
32467,70,32467,1,3,262,0,0,399,0,0,Black,0,0
32468,70,32468,1,3,262,0,0,399,400,398,Black,Hispanic,White
32469,70,32469,1,3,262,0,0,398,400,0,White,Hispanic,0
32470,70,32470,1,3,262,0,0,400,398,399,Hispanic,White,Black
32471,70,32471,1,3,262,0,0,400,399,398,Hispanic,Black,White
32472,70,32472,1,3,262,0,0,398,0,0,White,0,0
32473,70,32473,1,3,262,0,0,400,0,0,Hispanic,0,0
32474,70,32474,1,3,262,0,0,398,400,399,White,Hispanic,Black
32475,70,32475,1,3,262,0,0,398,400,399,White,Hispanic,Black
32476,70,32476,1,3,262,0,0,400,398,399,Hispanic,White,Black
32477,70,32477,1,3,262,0,0,400,399,398,Hispanic,Black,White
32478,70,32478,1,3,262,0,0,399,0,0,Black,0,0
32479,70,32479,1,3,262,0,0,94,399,398,94,Black,White
32480,70,32480,1,3,262,0,1,0,0,0,0,0,0
32481,70,32481,1,3,262,0,0,399,398,400,Black,White,Hispanic
32482,70,32482,1,3,262,0,0,398,400,0,White,Hispanic,0
32483,70,32483,1,3,262,0,0,399,400,398,Black,Hispanic,White
32484,70,32484,1,3,262,0,0,398,400,399,White,Hispanic,Black
32485,70,32485,1,3,265,0,0,398,399,400,White,Black,Hispanic
32486,70,32486,1,3,265,0,0,399,398,400,Black,White,Hispanic
32487,70,32487,1,3,265,0,0,399,398,400,Black,White,Hispanic
32488,70,32488,1,3,265,0,0,398,399,400,White,Black,Hispanic
32489,70,32489,1,3,265,0,0,398,0,0,White,0,0
32490,70,32490,1,3,265,0,0,399,0,0,Black,0,0
32491,70,32491,1,3,265,0,0,399,398,400,Black,White,Hispanic
32492,70,32492,1,3,265,0,1,400,0,0,Hispanic,0,0
32493,70,32493,1,3,265,0,0,399,400,398,Black,Hispanic,White
32494,70,32494,1,3,265,0,0,398,94,0,White,94,0
32495,70,32495,1,3,265,0,0,400,399,0,Hispanic,Black,0
32496,70,32496,1,3,265,0,1,0,0,0,0,0,0
32497,70,32497,1,3,265,0,0,399,0,0,Black,0,0
32498,70,32498,1,3,265,0,0,399,398,400,Black,White,Hispanic
32499,70,32499,1,3,265,0,0,399,398,400,Black,White,Hispanic
32500,70,32500,1,3,265,0,0,399,0,0,Black,0,0
32501,70,32501,1,3,265,0,0,399,400,398,Black,Hispanic,White
32502,70,32502,1,3,265,0,0,399,398,400,Black,White,Hispanic
32503,70,32503,1,3,265,0,0,400,398,399,Hispanic,White,Black
32504,70,32504,1,3,265,0,0,400,399,398,Hispanic,Black,White
32505,70,32505,1,3,265,0,1,0,0,0,0,0,0
32506,70,32506,1,3,265,0,0,399,0,0,Black,0,0
32507,70,32507,1,3,265,0,0,399,0,0,Black,0,0
32508,70,32508,1,3,265,0,0,398,0,0,White,0,0
32509,70,32509,1,3,265,0,1,0,0,0,0,0,0
32510,70,32510,1,3,265,0,0,400,398,399,Hispanic,White,Black
32511,70,32511,1,3,265,0,0,399,398,400,Black,White,Hispanic
32512,70,32512,1,3,265,0,1,0,0,0,0,0,0
32513,70,32513,1,3,265,0,0,398,400,399,White,Hispanic,Black
32514,70,32514,1,3,265,0,0,400,0,0,Hispanic,0,0
32515,70,32515,1,3,265,0,0,399,0,0,Black,0,0
32516,70,32516,1,3,265,0,0,400,0,0,Hispanic,0,0
32517,70,32517,1,3,265,0,0,399,398,400,Black,White,Hispanic
32518,70,32518,1,3,265,0,0,399,0,0,Black,0,0
32519,70,32519,1,3,265,0,0,400,399,94,Hispanic,Black,94
32520,70,32520,1,3,265,0,0,399,0,0,Black,0,0
32521,70,32521,1,3,265,0,0,398,0,0,White,0,0
