Pref_Voter_Id,Contest_Id,Pref_Voter_Id,Serial_Number_Id,Tally_Type_Id,Precinct_Id,Over_Vote,Under_Vote,Choice_1,Choice_2,Choice_3,Choice_1_Race_Id,Choice_2_Race_Id,Choice_3_Race_Id
6743,79,6743,1,3,249,0,0,491,0,0,Black,0,0
6744,79,6744,1,3,249,0,0,488,489,490,Undetermined,White,Black
6745,79,6745,1,3,249,0,0,491,489,490,Black,White,Black
6746,79,6746,1,3,249,0,0,491,489,490,Black,White,Black
6747,79,6747,1,3,249,0,0,491,490,489,Black,Black,White
6748,79,6748,1,3,249,0,0,490,489,0,Black,White,0
6749,79,6749,1,3,249,0,0,489,490,491,White,Black,Black
6750,79,6750,1,3,249,0,0,491,489,490,Black,White,Black
6751,79,6751,1,3,249,0,1,0,0,0,0,0,0
6752,79,6752,1,3,249,0,0,491,489,490,Black,White,Black
6753,79,6753,1,3,249,0,0,489,491,488,White,Black,Undetermined
6754,79,6754,1,3,249,0,0,488,489,491,Undetermined,White,Black
6755,79,6755,1,3,249,0,0,488,489,0,Undetermined,White,0
6756,79,6756,1,3,249,0,0,490,489,0,Black,White,0
6757,79,6757,1,3,249,0,0,488,491,0,Undetermined,Black,0
6758,79,6758,1,3,249,0,0,491,489,488,Black,White,Undetermined
6759,79,6759,1,3,249,0,0,490,489,0,Black,White,0
6760,79,6760,1,3,249,0,0,490,489,0,Black,White,0
6761,79,6761,1,3,249,0,0,490,489,488,Black,White,Undetermined
6762,79,6762,1,3,249,0,0,491,489,490,Black,White,Black
6763,79,6763,1,3,249,0,1,0,0,0,0,0,0
6764,79,6764,1,3,249,0,0,489,0,0,White,0,0
6765,79,6765,1,3,249,0,0,489,488,0,White,Undetermined,0
6766,79,6766,1,3,249,0,0,489,490,491,White,Black,Black
6767,79,6767,1,3,249,0,0,490,491,489,Black,Black,White
6768,79,6768,1,3,249,0,0,489,490,0,White,Black,0
6769,79,6769,1,3,249,0,0,491,488,490,Black,Undetermined,Black
6770,79,6770,1,3,249,0,0,489,490,491,White,Black,Black
6771,79,6771,1,3,249,0,0,489,491,490,White,Black,Black
6772,79,6772,1,3,249,0,0,489,0,0,White,0,0
6773,79,6773,1,3,249,0,0,491,490,489,Black,Black,White
6774,79,6774,1,3,249,0,0,490,489,0,Black,White,0
6775,79,6775,1,3,249,0,0,490,491,489,Black,Black,White
6776,79,6776,1,3,249,0,0,491,489,490,Black,White,Black
6777,79,6777,1,3,249,0,0,489,491,490,White,Black,Black
6778,79,6778,1,3,249,0,0,489,491,488,White,Black,Undetermined
6779,79,6779,1,3,249,0,0,489,491,490,White,Black,Black
6780,79,6780,1,3,249,0,1,0,0,0,0,0,0
6781,79,6781,1,3,249,0,0,491,0,0,Black,0,0
6782,79,6782,1,3,249,0,0,491,488,489,Black,Undetermined,White
6783,79,6783,1,3,249,0,0,489,491,0,White,Black,0
6784,79,6784,1,3,249,0,1,0,0,0,0,0,0
6785,79,6785,1,3,249,0,0,490,489,491,Black,White,Black
6786,79,6786,1,3,249,0,0,491,489,490,Black,White,Black
6787,79,6787,1,3,249,0,0,491,490,488,Black,Black,Undetermined
6788,79,6788,1,3,249,0,0,489,490,488,White,Black,Undetermined
6789,79,6789,1,3,249,0,0,491,0,0,Black,0,0
6790,79,6790,1,3,249,0,0,489,0,0,White,0,0
6791,79,6791,1,3,249,0,0,490,489,0,Black,White,0
6792,79,6792,1,3,249,0,0,491,0,0,Black,0,0
6793,79,6793,1,3,249,0,1,0,0,0,0,0,0
6794,79,6794,1,3,249,0,0,491,489,490,Black,White,Black
6795,79,6795,1,3,249,0,0,490,489,491,Black,White,Black
6796,79,6796,1,3,249,0,0,489,490,491,White,Black,Black
6797,79,6797,1,3,249,0,1,0,0,0,0,0,0
6798,79,6798,1,3,249,0,1,0,0,0,0,0,0
6799,79,6799,1,3,249,0,0,491,488,489,Black,Undetermined,White
6800,79,6800,1,3,249,0,1,0,0,0,0,0,0
6801,79,6801,1,3,250,0,0,491,0,0,Black,0,0
6802,79,6802,1,3,250,0,0,491,0,0,Black,0,0
6803,79,6803,1,3,250,0,0,488,489,0,Undetermined,White,0
6804,79,6804,1,3,250,0,0,489,491,0,White,Black,0
6805,79,6805,1,3,250,0,0,489,491,490,White,Black,Black
6806,79,6806,1,3,250,0,1,0,0,0,0,0,0
6807,79,6807,1,3,250,0,0,491,489,490,Black,White,Black
6808,79,6808,1,3,250,0,0,491,489,488,Black,White,Undetermined
6809,79,6809,1,3,250,0,0,490,489,491,Black,White,Black
6810,79,6810,1,3,250,0,0,491,489,490,Black,White,Black
6811,79,6811,1,3,250,0,0,490,491,489,Black,Black,White
