Precinct,Winner_1,Winner_2,Winner_3,Winner_4,Winner_5
MINNEAPOLIS W-4 P-01,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
MINNEAPOLIS W-4 P-02,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
MINNEAPOLIS W-4 P-03,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
MINNEAPOLIS W-4 P-04,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
MINNEAPOLIS W-4 P-05,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
MINNEAPOLIS W-4 P-06,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
MINNEAPOLIS W-4 P-07,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
MINNEAPOLIS W-4 P-08,UWI,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen
