Precinct,Winner_1,Winner_2,Winner_3,Winner_4,Winner_5
MINNEAPOLIS W-9 P-01,ABDI ABDULLE,PAT FLEETHAM,CHARLES CURTIS,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-02,ABDI ABDULLE,PAT FLEETHAM,CHARLES CURTIS,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-03,ABDI ABDULLE,PAT FLEETHAM,CHARLES CURTIS,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-04,ABDI ABDULLE,PAT FLEETHAM,CHARLES CURTIS,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-05,ABDI ABDULLE,PAT FLEETHAM,CHARLES CURTIS,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-06,ABDI ABDULLE,PAT FLEETHAM,CHARLES CURTIS,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-07,ABDI ABDULLE,PAT FLEETHAM,CHARLES CURTIS,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-08,ABDI ABDULLE,CHARLES CURTIS,ALONDRA CANO,TY MOORE,GREGORY MCDONALD
