Precinct,Winner_1,Winner_2,Winner_3,Winner_4,Winner_5
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,UWI,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER
