Precinct,Winner_1,Winner_2,Winner_3,Winner_4,Winner_5
248,518,490,488,489,491
252,518,490,488,489,491
254,518,490,488,489,491
262,518,490,488,489,491
272,518,490,488,489,491
273,518,490,488,489,491
274,518,490,488,489,491
276,518,490,488,489,491
277,518,490,488,489,491
280,518,490,488,489,491
281,518,490,488,489,491
284,518,490,488,489,491
286,518,490,488,489,491
287,518,490,488,489,491
288,518,490,488,489,491
289,518,490,488,489,491
293,518,490,488,489,491
846,518,490,488,489,491
