Precinct,Winner_1,Winner_2,Winner_3,Winner_4,Winner_5
313,430,420,432,431,419
314,420,432,431,428,419
315,420,432,431,428,419
316,420,432,431,428,419
317,420,432,431,428,419
318,420,432,431,428,419
319,420,432,431,428,419
320,420,432,431,428,419
321,420,432,431,428,419
322,420,432,431,428,419
323,420,432,431,428,419
324,430,420,432,431,419
325,420,432,431,428,419
326,430,420,432,431,419
327,420,432,431,428,419
328,430,420,432,431,419
329,420,432,431,428,419
330,420,432,431,428,419
331,420,432,431,428,419
332,420,432,431,428,419
333,430,420,432,431,419
334,430,420,432,431,419
335,420,432,431,428,419
336,420,432,431,428,419
337,430,420,432,431,419
338,430,420,432,431,419
339,430,420,432,431,419
340,430,420,432,431,419
341,430,420,432,431,419
342,430,420,432,431,419
343,430,420,432,431,419
344,430,420,432,431,419
345,430,420,432,431,419
346,430,420,432,431,419
347,420,432,431,428,419
348,430,420,432,431,419
349,430,420,432,431,419
350,430,420,432,431,419
351,430,420,432,431,419
352,430,420,432,431,419
353,430,420,432,431,419
354,430,420,432,428,419
355,420,432,431,422,428
356,430,420,432,431,428
357,430,420,432,431,428
358,430,420,432,431,419
359,430,420,432,431,428
360,420,432,431,428,419
361,430,420,432,431,419
362,430,420,432,431,419
363,420,432,431,428,419
364,430,420,432,431,419
365,430,420,432,431,419
366,430,420,432,431,419
367,430,420,432,431,419
368,430,420,432,431,419
369,430,420,432,431,419
375,430,420,432,431,428
376,430,420,432,431,428
377,430,420,432,431,428
378,430,420,432,431,428
379,430,420,432,431,428
380,430,420,432,431,428
381,430,420,432,431,419
382,430,420,432,431,419
383,430,420,432,431,428
384,430,420,432,431,419
385,430,420,432,431,419
386,430,420,432,431,419
387,430,420,432,428,419
388,430,420,432,431,419
389,430,420,432,431,419
390,430,420,432,431,419
391,430,420,432,431,419
392,430,420,432,431,429
393,430,420,432,431,419
394,430,420,432,431,419
395,430,420,432,431,419
396,430,420,432,431,419
807,420,432,431,422,428
808,430,420,432,431,419
809,420,432,431,428,419
810,420,432,431,428,419
811,420,432,431,428,419
812,420,432,431,428,419
813,430,420,432,431,419
814,430,420,432,431,428
815,420,432,431,428,419
816,420,432,431,422,428
817,420,432,431,428,419
818,430,420,432,431,428
820,420,432,431,428,419
821,420,432,431,428,419
823,420,432,431,428,419
824,420,432,431,428,419
825,420,432,431,428,419
827,420,432,431,428,419
828,420,432,431,428,419
829,430,420,432,431,419
830,432,431,428,418,419
831,430,420,431,427,419
832,420,432,431,428,419
833,420,432,431,422,419
834,420,432,431,428,419
835,430,420,432,428,419
836,430,420,431,421,419
837,420,432,431,428,419
838,420,432,431,428,419
839,420,423,431,421,427
840,420,432,431,422,419
842,430,420,432,428,419
843,420,432,431,428,419
847,430,420,432,431,428
848,420,432,431,422,428
