,Asian,Black,Hispanic,White
160,1,15,12,22
161,2,17,12,19
162,1,17,13,19
163,1,14,15,20
164,2,15,9,24
165,2,16,13,19
166,0,13,16,21
167,1,17,15,17
168,1,14,12,23
169,1,14,10,25
170,1,14,15,20
171,2,18,10,20
172,2,16,13,19
173,0,15,13,22
174,1,15,14,20
175,0,15,16,19
176,1,17,12,20
177,0,13,12,25
178,1,14,13,22
179,1,16,13,20
180,1,18,12,19
181,2,14,13,21
182,2,14,15,19
183,1,14,15,20
184,0,16,15,19
185,2,16,14,18
186,2,13,14,21
187,1,18,11,20
188,2,14,12,22
189,1,17,12,20
190,3,15,12,20
191,1,12,15,22
192,1,16,14,19
193,1,13,17,19
194,2,14,15,19
195,2,14,13,21
196,2,14,10,24
197,1,13,14,22
198,2,16,12,20
199,0,16,14,20
200,2,12,16,20
201,0,17,16,17
202,1,17,13,19
203,0,16,17,17
204,1,13,13,23
205,2,15,15,18
206,1,16,14,19
207,1,16,11,22
208,2,15,15,18
209,1,15,16,18
210,2,16,11,21
211,2,15,16,17
212,1,18,12,19
213,1,16,15,18
214,2,13,14,21
215,2,18,13,17
216,0,15,15,20
217,1,13,14,22
218,1,15,11,23
219,1,16,15,18
220,2,13,12,23
221,0,19,12,19
222,0,18,11,21
223,1,14,15,20
224,1,12,15,22
225,0,16,13,21
226,2,18,11,19
227,2,14,15,19
228,2,14,15,19
229,1,19,13,17
230,1,16,16,17
231,1,15,12,22
232,1,14,15,20
233,1,15,12,22
234,1,13,16,20
235,1,18,13,18
236,0,14,13,23
237,1,16,12,21
238,1,14,15,20
239,1,14,15,20
240,1,15,13,21
241,1,13,15,21
242,0,14,17,19
243,1,17,16,16
244,1,17,13,19
245,1,15,13,21
246,1,16,15,18
247,1,15,12,22
248,1,16,13,20
249,0,14,14,22
250,1,16,14,19
251,1,17,14,18
252,1,15,13,21
253,2,15,13,20
254,0,18,12,20
255,1,16,14,19
256,0,19,13,18
257,1,15,17,17
258,1,14,14,21
259,2,12,15,21
260,0,16,14,20
261,2,15,15,18
262,2,14,15,19
263,0,16,14,20
264,2,19,11,18
265,1,14,14,21
266,1,17,14,18
267,0,15,14,21
268,0,17,15,18
269,2,18,11,19
270,1,15,14,20
271,2,19,12,17
272,1,13,15,21
273,1,15,14,20
274,1,13,14,22
275,1,14,18,17
276,2,16,10,22
277,2,15,14,19
278,1,16,15,18
279,0,18,13,19
280,0,17,14,19
281,1,15,14,20
282,2,17,12,19
283,2,13,15,20
284,1,13,16,20
285,2,16,14,18
286,1,17,13,19
287,1,17,14,18
288,2,17,14,17
289,1,16,11,22
290,1,16,13,20
291,3,15,15,17
292,1,16,13,20
293,2,16,11,21
294,1,14,15,20
295,1,18,15,16
296,3,17,15,15
297,1,18,13,18
298,2,18,13,17
299,1,17,11,21
300,2,17,12,19
301,1,15,16,18
302,1,15,14,20
303,1,18,16,15
304,1,16,13,20
305,2,16,16,16
306,1,15,11,23
307,1,14,16,19
308,2,14,15,19
309,2,16,12,20
310,2,17,15,16
311,1,15,16,18
312,0,16,16,18
313,1,16,13,20
314,1,16,16,17
315,1,16,12,21
316,1,16,13,20
317,0,16,14,20
318,1,16,13,20
319,1,18,14,17
320,1,16,16,17
321,1,15,16,18
322,1,13,18,18
323,2,15,15,18
324,1,15,14,20
325,1,16,16,17
326,1,12,18,19
327,0,16,13,21
328,1,13,18,18
329,1,15,14,20
330,1,16,17,16
331,1,16,13,20
332,0,14,17,19
333,0,15,15,20
334,2,13,19,16
335,3,16,14,17
336,3,14,16,17
337,1,14,14,21
338,1,13,17,19
339,1,17,13,19
340,1,17,13,19
341,1,16,14,19
342,1,16,17,16
343,2,13,16,19
344,2,14,18,16
345,2,15,14,19
346,2,16,14,18
347,1,14,17,18
348,1,14,15,20
349,1,15,15,19
350,0,15,14,21
351,2,14,15,19
352,2,15,14,19
353,1,17,16,16
354,0,14,16,20
355,1,15,14,20
356,1,15,15,19
357,1,15,17,17
358,2,18,12,18
359,0,18,12,20
360,1,17,12,20
361,3,16,12,19
362,0,15,16,19
363,1,19,11,19
364,1,17,12,20
365,3,15,16,16
366,0,16,13,21
367,0,18,11,21
368,1,17,14,18
369,1,13,10,26
370,1,17,11,21
371,1,16,13,20
372,0,15,15,20
373,0,16,14,20
374,2,17,15,16
375,0,14,16,20
376,2,16,12,20
377,2,17,14,17
378,2,15,13,20
379,1,19,13,17
380,2,18,14,16
381,1,17,13,19
382,1,17,12,20
383,2,13,15,20
384,0,16,13,21
385,0,17,16,17
386,0,16,15,19
387,2,13,16,19
388,0,17,14,19
389,1,17,14,18
390,1,14,15,20
391,3,13,17,17
392,0,13,16,21
393,0,15,13,22
394,0,16,14,20
395,2,16,16,16
396,1,16,14,19
397,2,16,15,17
398,3,15,14,18
399,2,15,14,19
400,1,13,18,18
401,2,14,15,19
402,1,17,14,18
403,3,15,14,18
404,1,18,12,19
405,0,14,17,19
406,0,16,16,18
407,0,14,17,19
408,0,19,14,17
409,2,20,12,16
410,1,16,16,17
411,1,17,10,22
412,1,14,13,22
413,0,16,14,20
414,2,17,14,17
415,0,13,16,21
416,0,17,14,19
417,1,14,15,20
418,1,16,12,21
419,0,15,17,18
420,1,18,11,20
421,0,14,17,19
422,0,13,18,19
423,0,16,15,19
424,1,12,16,21
425,0,14,16,20
426,0,15,12,23
427,3,16,14,17
428,1,15,15,19
429,0,14,16,20
430,1,13,15,21
431,1,14,14,21
432,0,15,16,19
433,1,17,12,20
434,2,14,11,23
435,0,15,16,19
436,1,18,12,19
437,1,16,16,17
438,1,14,13,22
439,0,17,14,19
440,3,16,10,21
441,1,15,15,19
442,2,18,13,17
443,0,13,17,20
444,0,13,15,22
445,0,15,16,19
446,1,15,16,18
447,0,14,16,20
448,0,13,16,21
449,0,15,17,18
450,1,14,15,20
451,1,16,16,17
452,0,14,16,20
453,2,13,14,21
454,1,15,17,17
455,0,14,17,19
456,0,16,16,18
457,1,15,15,19
458,1,14,15,20
459,0,13,15,22
460,1,15,14,20
461,1,14,17,18
462,1,15,14,20
463,0,14,16,20
464,0,14,15,21
465,1,15,14,20
466,0,16,15,19
467,0,17,14,19
468,0,15,15,20
469,0,16,15,19
470,1,14,17,18
471,1,17,14,18
472,0,17,13,20
473,1,15,16,18
474,0,16,16,18
475,1,13,19,17
476,2,15,18,15
477,2,14,14,20
478,1,16,11,22
479,0,12,17,21
480,1,16,14,19
481,0,14,16,20
482,1,17,13,19
483,0,15,15,20
484,1,15,18,16
485,0,17,11,22
486,0,15,16,19
487,0,14,15,21
488,1,15,14,20
489,0,16,14,20
490,2,16,11,21
491,0,16,15,19
492,0,15,17,18
493,1,17,14,18
494,0,14,17,19
495,2,16,15,17
496,1,15,17,17
497,1,14,19,16
498,0,16,16,18
499,1,16,16,17
500,2,15,13,20
501,1,14,16,19
502,0,16,14,20
503,1,13,16,20
504,1,14,15,20
505,2,16,14,18
506,1,17,13,19
507,1,16,12,21
508,2,14,14,20
509,1,15,15,19
510,1,15,14,20
511,2,17,13,18
512,1,16,16,17
513,2,16,13,19
514,0,18,14,18
515,2,17,13,18
516,2,16,8,24
517,2,16,13,19
518,2,19,11,18
519,1,17,13,19
520,1,15,17,17
521,1,15,13,21
522,0,19,13,18
523,1,14,17,18
524,1,15,11,23
525,1,15,12,22
526,1,14,16,19
527,0,16,12,22
528,2,15,15,18
529,0,15,10,25
530,1,15,15,19
531,0,14,14,22
532,0,17,15,18
533,1,16,13,20
534,0,13,16,21
535,1,16,16,17
536,1,14,17,18
537,0,16,17,17
538,0,17,15,18
539,2,16,15,17
540,1,12,15,22
541,0,13,16,21
542,2,17,14,17
543,0,15,14,21
544,0,15,15,20
545,1,18,15,16
546,0,16,13,21
547,0,14,17,19
548,1,17,15,17
549,1,15,15,19
550,1,15,14,20
551,2,14,17,17
552,1,17,17,15
553,0,15,15,20
554,2,15,16,17
555,1,16,15,18
556,0,16,14,20
557,0,13,18,19
558,0,12,15,23
559,1,14,16,19
560,0,17,13,20
561,0,13,16,21
562,3,15,17,15
563,1,17,12,20
564,1,17,15,17
565,1,14,18,17
566,2,14,17,17
567,0,15,14,21
568,0,15,19,16
569,1,14,17,18
570,1,13,17,19
571,1,16,15,18
572,0,18,14,18
573,1,15,13,21
574,1,17,15,17
575,0,17,13,20
576,1,16,15,18
577,3,17,14,16
578,3,15,16,16
579,0,17,13,20
580,1,14,14,21
581,0,13,16,21
582,2,15,15,18
583,1,16,14,19
584,0,16,15,19
585,1,15,16,18
586,2,16,16,16
587,2,16,15,17
588,1,14,16,19
589,0,15,18,17
590,1,17,15,17
591,0,14,14,22
592,1,15,14,20
593,0,15,16,19
594,2,17,13,18
595,0,13,16,21
596,1,15,11,23
597,0,17,15,18
598,0,14,15,21
599,2,15,15,18
600,1,16,14,19
601,0,14,16,20
602,0,16,15,19
603,1,16,14,19
604,1,16,16,17
605,3,14,17,16
606,0,15,15,20
607,0,15,14,21
608,1,14,13,22
609,0,16,15,19
610,2,15,16,17
611,0,15,16,19
612,1,14,13,22
613,0,16,13,21
614,1,16,16,17
615,0,14,17,19
616,1,13,17,19
617,1,16,16,17
618,1,14,17,18
619,0,16,13,21
620,0,12,18,20
621,1,16,14,19
622,0,15,14,21
623,1,15,17,17
624,0,19,12,19
625,2,12,15,21
626,0,16,13,21
627,0,19,10,21
628,1,17,13,19
629,2,18,13,17
630,0,15,18,17
631,1,15,16,18
632,0,18,15,17
633,2,16,14,18
634,1,17,13,19
635,1,17,12,20
636,1,18,13,18
637,0,13,15,22
638,0,17,17,16
639,1,15,17,17
640,1,17,12,20
641,0,15,15,20
642,4,14,15,17
643,1,16,15,18
644,1,16,17,16
645,2,14,14,20
646,1,15,12,22
647,1,15,16,18
648,1,16,12,21
649,2,16,13,19
650,1,14,15,20
651,1,16,12,21
652,0,19,15,16
653,2,14,17,17
654,1,16,12,21
655,0,15,14,21
656,2,16,13,19
657,2,13,16,19
658,1,15,19,15
659,1,15,17,17
660,1,13,20,16
661,1,15,17,17
662,2,15,14,19
663,0,14,17,19
664,0,16,16,18
665,0,17,15,18
666,1,16,15,18
667,1,17,14,18
668,1,15,14,20
669,0,17,14,19
670,2,15,15,18
671,1,17,14,18
672,0,15,16,19
673,0,13,16,21
674,0,12,16,22
675,0,15,21,14
676,0,13,15,22
677,0,12,15,23
678,0,16,10,24
679,1,14,15,20
680,0,16,18,16
681,1,16,13,20
682,0,15,18,17
683,1,16,14,19
684,1,14,18,17
685,2,15,15,18
686,0,15,13,22
687,1,16,12,21
688,0,16,13,21
689,1,14,16,19
690,1,15,16,18
691,0,14,16,20
692,2,14,15,19
693,0,16,18,16
694,1,16,16,17
695,0,14,20,16
696,2,16,14,18
697,0,16,16,18
698,0,13,15,22
699,1,18,13,18
700,0,14,19,17
701,1,14,17,18
702,1,17,16,16
703,1,16,15,18
704,0,16,12,22
705,1,14,15,20
706,0,18,14,18
707,1,17,12,20
708,0,14,14,22
709,1,14,17,18
710,1,15,15,19
711,1,16,16,17
712,0,12,15,23
713,1,16,16,17
714,0,14,16,20
715,0,15,13,22
716,0,16,15,19
717,0,12,19,19
718,0,14,14,22
719,1,17,15,17
720,1,15,14,20
721,0,14,16,20
722,0,13,14,23
723,0,14,17,19
724,2,14,13,21
725,1,13,17,19
726,1,18,13,18
727,1,14,15,20
728,0,17,17,16
729,1,13,17,19
730,0,16,13,21
731,0,17,19,14
732,1,15,17,17
733,2,14,14,20
734,2,11,15,22
735,1,14,16,19
736,0,16,16,18
737,1,15,14,20
738,0,12,17,21
739,0,15,16,19
740,2,16,15,17
741,0,12,15,23
742,1,15,16,18
743,2,14,16,18
744,1,15,16,18
745,1,18,15,16
746,0,17,13,20
747,1,17,11,21
748,0,17,16,17
749,1,17,15,17
750,0,12,15,23
751,1,15,15,19
752,1,16,14,19
753,1,14,16,19
754,1,16,12,21
755,2,13,15,20
756,1,16,18,15
757,0,13,15,22
758,2,14,17,17
759,0,17,13,20
760,2,15,13,20
761,1,17,12,20
762,0,16,15,19
763,0,16,15,19
764,0,19,12,19
765,0,15,15,20
766,0,17,13,20
767,0,14,15,21
768,0,13,17,20
769,0,14,15,21
770,1,13,13,23
771,1,13,15,21
772,0,15,15,20
773,0,15,14,21
774,1,17,15,17
775,1,13,16,20
776,0,15,14,21
777,1,17,11,21
778,1,14,21,14
779,1,15,14,20
780,1,13,16,20
781,0,14,15,21
782,0,18,15,17
783,1,13,14,22
784,0,14,13,23
785,0,16,15,19
786,0,12,19,19
787,0,18,13,19
788,1,15,17,17
789,2,12,18,18
790,1,15,17,17
791,0,15,15,20
792,0,15,14,21
793,1,16,16,17
794,1,15,12,22
795,0,13,13,24
796,0,15,12,23
797,1,15,14,20
798,1,15,13,21
799,0,15,16,19
800,0,19,15,16
801,1,14,17,18
802,0,16,17,17
803,1,16,14,19
804,1,14,15,20
805,0,14,16,20
806,0,15,14,21
807,0,16,15,19
808,0,15,18,17
809,2,16,13,19
810,1,12,17,20
811,1,16,17,16
812,1,14,17,18
813,0,18,14,18
814,0,15,13,22
815,3,14,14,19
816,0,14,17,19
817,2,14,16,18
818,1,15,15,19
819,1,15,13,21
820,0,15,15,20
821,0,16,16,18
822,2,14,15,19
823,3,14,16,17
824,1,14,15,20
825,1,14,16,19
826,0,16,16,18
827,1,14,16,19
828,0,13,17,20
829,0,15,16,19
830,1,15,14,20
831,3,12,17,18
832,0,13,17,20
833,2,16,15,17
834,2,12,15,21
835,0,16,14,20
836,0,16,15,19
837,2,16,13,19
838,0,14,19,17
839,0,13,18,19
840,0,15,15,20
841,1,17,12,20
842,0,16,14,20
843,2,12,15,21
844,1,12,16,21
845,2,15,14,19
846,2,14,14,20
847,1,14,16,19
848,2,15,13,20
849,1,13,14,22
850,1,15,16,18
851,0,17,15,18
852,1,14,17,18
853,2,17,13,18
854,0,16,13,21
855,0,15,16,19
856,1,13,15,21
857,1,14,16,19
858,0,16,14,20
859,1,16,11,22
860,1,13,21,15
861,0,16,15,19
862,2,14,16,18
863,1,14,18,17
864,0,14,16,20
865,0,18,15,17
866,1,13,12,24
867,0,16,15,19
868,1,13,17,19
869,0,16,13,21
870,2,13,16,19
871,1,13,15,21
872,0,16,17,17
873,0,16,15,19
874,1,14,15,20
875,1,13,21,15
876,0,14,15,21
877,0,14,16,20
878,1,14,15,20
879,1,12,18,19
880,1,13,16,20
881,2,16,15,17
882,0,15,16,19
883,0,16,15,19
884,2,13,16,19
885,0,16,14,20
886,1,13,16,20
887,0,16,14,20
888,2,14,17,17
889,0,14,16,20
890,1,13,19,17
891,0,15,18,17
892,0,15,13,22
893,2,14,14,20
894,0,14,18,18
895,2,15,11,22
896,0,14,15,21
897,1,12,16,21
898,2,16,16,16
899,0,15,14,21
900,1,15,15,19
901,1,13,15,21
902,0,13,17,20
903,1,17,17,15
904,1,13,16,20
905,0,16,17,17
906,0,17,11,22
907,2,14,17,17
908,1,15,14,20
909,1,14,15,20
910,2,17,15,16
911,0,18,13,19
912,1,13,18,18
913,1,15,15,19
914,1,15,14,20
915,0,15,15,20
916,0,17,12,21
917,2,14,15,19
918,1,16,13,20
919,1,16,14,19
920,1,17,12,20
921,0,17,14,19
922,1,17,14,18
923,0,14,14,22
924,0,15,14,21
925,0,16,14,20
926,0,16,15,19
927,1,17,14,18
928,1,16,19,14
929,0,15,16,19
930,0,16,16,18
931,1,20,11,18
932,1,13,14,22
933,0,15,14,21
934,3,14,14,19
935,1,14,15,20
936,0,15,16,19
937,2,16,15,17
938,0,15,11,24
939,1,14,16,19
940,0,15,11,24
941,0,14,18,18
942,0,15,14,21
943,0,17,13,20
944,0,13,17,20
945,2,12,17,19
946,0,16,17,17
947,0,13,14,23
948,1,15,14,20
949,0,15,13,22
950,1,15,16,18
951,1,16,16,17
952,0,14,18,18
953,2,13,17,18
954,1,13,17,19
955,0,14,17,19
956,2,15,14,19
957,1,13,19,17
958,1,15,14,20
959,2,18,11,19
960,1,13,18,18
961,1,17,13,19
962,1,14,13,22
963,0,14,15,21
964,0,14,17,19
965,0,14,16,20
966,1,16,12,21
967,1,14,16,19
968,1,14,16,19
969,1,13,18,18
970,2,13,16,19
971,0,19,14,17
972,1,15,14,20
973,1,16,14,19
974,1,15,13,21
975,0,14,17,19
976,1,14,16,19
977,0,15,16,19
978,1,13,18,18
979,0,15,16,19
980,1,14,17,18
981,2,13,14,21
982,2,14,13,21
983,1,16,13,20
984,0,14,17,19
985,3,13,19,15
986,0,15,15,20
987,0,15,14,21
988,0,17,15,18
989,0,14,18,18
990,1,15,15,19
991,1,13,18,18
992,0,15,16,19
993,2,13,17,18
994,1,13,19,17
995,0,15,13,22
996,1,15,15,19
997,0,15,15,20
998,0,12,14,24
999,0,13,19,18
1000,1,13,17,19
1001,0,14,15,21
1002,1,18,11,20
1003,2,15,12,21
1004,0,16,15,19
1005,2,15,16,17
1006,0,13,17,20
1007,0,15,14,21
1008,2,18,10,20
1009,1,19,13,17
1010,1,15,16,18
1011,1,15,15,19
1012,1,13,17,19
1013,3,15,13,19
1014,0,14,17,19
1015,1,15,18,16
1016,2,13,18,17
1017,0,17,15,18
1018,0,16,15,19
1019,1,17,13,19
1020,0,16,14,20
1021,1,15,15,19
1022,0,14,17,19
1023,1,14,14,21
1024,1,14,17,18
1025,1,16,14,19
1026,2,15,13,20
1027,1,16,13,20
1028,1,14,15,20
1029,1,17,12,20
1030,1,16,16,17
1031,0,14,15,21
1032,2,14,16,18
1033,2,15,13,20
1034,0,16,16,18
1035,2,14,14,20
1036,0,14,15,21
1037,1,17,15,17
1038,1,16,12,21
1039,1,18,13,18
1040,0,14,17,19
1041,0,16,16,18
1042,0,15,17,18
1043,0,16,15,19
1044,0,16,15,19
1045,0,17,13,20
1046,2,18,10,20
1047,1,17,13,19
1048,1,15,15,19
1049,1,15,15,19
1050,0,16,17,17
1051,0,16,10,24
1052,0,16,15,19
1053,0,18,14,18
1054,0,16,12,22
1055,1,15,13,21
1056,0,16,14,20
1057,0,18,15,17
1058,0,17,13,20
1059,0,15,15,20
1060,1,15,14,20
1061,0,16,14,20
1062,1,13,16,20
1063,0,14,16,20
1064,0,16,13,21
1065,1,16,13,20
1066,1,18,13,18
1067,0,16,13,21
1068,0,16,13,21
1069,0,16,15,19
1070,0,17,13,20
1071,1,17,13,19
1072,0,17,14,19
1073,0,13,18,19
1074,1,13,16,20
1075,0,16,15,19
1076,1,17,14,18
1077,0,18,11,21
1078,1,16,14,19
1079,2,19,13,16
1080,0,18,9,23
1081,0,17,15,18
1082,1,15,15,19
1083,0,13,14,23
1084,0,19,10,21
1085,2,17,14,17
1086,1,15,12,22
1087,3,14,17,16
1088,0,15,16,19
1089,0,14,16,20
1090,0,17,15,18
1091,0,15,15,20
1092,0,17,14,19
1093,1,17,14,18
1094,3,13,15,19
1095,2,13,15,20
1096,2,15,14,19
1097,1,17,13,19
1098,1,13,16,20
1099,1,12,17,20
1100,2,14,15,19
1101,1,15,16,18
1102,0,16,16,18
1103,1,17,16,16
1104,1,16,17,16
1105,1,14,16,19
1106,1,16,12,21
1107,0,15,16,19
1108,0,15,17,18
1109,2,15,17,16
1110,1,18,16,15
1111,1,15,15,19
1112,1,15,14,20
1113,1,15,14,20
1114,1,16,14,19
1115,0,16,13,21
1116,1,15,15,19
1117,1,15,12,22
1118,1,15,13,21
1119,0,15,14,21
1120,3,13,15,19
1121,0,14,16,20
1122,2,16,15,17
1123,2,17,12,19
1124,0,16,15,19
1125,0,13,16,21
1126,2,16,13,19
1127,1,17,15,17
1128,2,17,12,19
1129,1,17,15,17
1130,1,15,16,18
1131,0,13,14,23
1132,2,16,15,17
1133,1,17,14,18
1134,1,15,14,20
1135,1,12,16,21
1136,0,17,13,20
1137,0,16,13,21
1138,1,15,14,20
1139,1,16,13,20
1140,0,15,13,22
1141,2,16,12,20
1142,1,17,10,22
1143,2,14,11,23
1144,0,17,11,22
1145,2,14,17,17
1146,1,14,15,20
1147,2,12,19,17
1148,0,15,13,22
1149,1,17,14,18
1150,1,17,14,18
1151,1,12,17,20
1152,1,16,15,18
1153,1,13,17,19
1154,1,13,14,22
1155,0,14,16,20
1156,0,18,14,18
1157,1,16,13,20
1158,0,18,14,18
1159,1,15,16,18
1160,1,17,10,22
1161,0,18,14,18
1162,1,17,14,18
1163,0,16,13,21
1164,0,17,13,20
1165,0,14,16,20
1166,0,15,13,22
1167,1,15,12,22
1168,1,18,11,20
1169,0,16,14,20
1170,0,17,15,18
1171,0,15,13,22
1172,1,13,17,19
1173,1,16,13,20
1174,0,13,17,20
1175,1,16,14,19
1176,1,15,13,21
1177,0,16,14,20
1178,0,17,11,22
1179,1,18,14,17
1180,1,18,13,18
1181,0,17,14,19
1182,0,15,13,22
1183,0,19,14,17
1184,0,13,17,20
1185,0,19,12,19
1186,0,14,14,22
1187,0,15,13,22
1188,1,17,18,14
1189,0,14,21,15
1190,1,16,14,19
1191,0,15,17,18
1192,1,17,12,20
1193,1,14,15,20
1194,0,15,14,21
1195,0,18,15,17
1196,0,13,11,26
1197,0,17,17,16
1198,0,16,13,21
1199,0,17,14,19
1200,1,17,14,18
1201,2,15,16,17
1202,2,15,17,16
1203,0,16,11,23
1204,0,19,10,21
1205,0,17,14,19
1206,1,14,16,19
1207,1,15,13,21
1208,1,19,11,19
1209,0,18,15,17
1210,1,15,11,23
1211,0,16,15,19
1212,0,16,17,17
1213,1,17,13,19
1214,1,18,13,18
1215,1,15,16,18
1216,1,16,16,17
1217,1,16,12,21
1218,2,15,13,20
1219,2,14,15,19
1220,1,16,11,22
1221,0,17,14,19
1222,2,17,15,16
1223,2,16,14,18
1224,1,14,15,20
1225,1,16,15,18
1226,0,17,11,22
1227,2,15,14,19
1228,1,17,12,20
1229,0,16,15,19
1230,0,16,13,21
1231,1,15,15,19
1232,1,16,12,21
1233,1,16,14,19
1234,1,15,17,17
1235,0,14,16,20
1236,0,18,14,18
1237,0,16,15,19
1238,0,13,13,24
1239,1,15,12,22
1240,0,15,15,20
1241,2,15,16,17
1242,2,18,13,17
1243,0,15,16,19
1244,1,16,12,21
1245,0,14,13,23
1246,1,18,12,19
1247,0,16,14,20
1248,1,14,17,18
1249,2,17,15,16
1250,1,17,14,18
1251,1,16,13,20
1252,1,15,15,19
1253,0,14,12,24
1254,3,16,14,17
1255,1,12,18,19
1256,0,15,15,20
1257,0,18,13,19
1258,2,14,16,18
1259,0,15,13,22
1260,0,16,13,21
1261,1,14,14,21
1262,1,15,12,22
1263,1,14,14,21
1264,0,16,13,21
1265,0,16,11,23
1266,1,13,16,20
1267,0,14,14,22
1268,0,14,17,19
1269,1,18,14,17
1270,0,15,17,18
1271,0,14,17,19
1272,0,15,19,16
1273,0,18,15,17
1274,0,14,15,21
1275,1,17,12,20
1276,0,14,15,21
1277,1,16,12,21
1278,0,17,12,21
1279,0,15,14,21
1280,1,16,15,18
1281,1,15,10,24
1282,1,17,12,20
1283,1,15,14,20
1284,0,17,13,20
1285,0,16,13,21
1286,1,17,12,20
1287,1,17,12,20
1288,1,16,13,20
1289,1,15,14,20
1290,0,16,12,22
1291,0,13,16,21
1292,1,18,13,18
1293,1,17,13,19
1294,0,15,14,21
1295,0,14,16,20
1296,2,16,13,19
1297,1,15,14,20
1298,0,15,13,22
1299,2,15,12,21
1300,3,14,14,19
1301,1,14,12,23
1302,0,17,12,21
1303,0,17,11,22
1304,2,17,11,20
1305,0,16,16,18
1306,1,15,11,23
1307,2,15,10,23
1308,1,17,14,18
1309,2,19,12,17
1310,3,16,11,20
1311,3,18,12,17
1312,0,17,12,21
1313,1,15,15,19
1314,2,15,14,19
1315,1,15,13,21
1316,1,13,19,17
1317,0,16,13,21
1318,0,16,13,21
1319,1,13,14,22
1320,1,15,14,20
1321,1,15,14,20
1322,1,14,15,20
1323,1,16,14,19
1324,1,15,14,20
1325,1,13,17,19
1326,0,16,13,21
1327,0,16,12,22
1328,1,15,14,20
1329,2,15,15,18
1330,0,16,16,18
1331,0,15,13,22
1332,2,17,12,19
1333,1,15,12,22
1334,0,14,16,20
1335,0,14,15,21
1336,1,15,16,18
1337,0,15,14,21
1338,0,18,11,21
1339,1,15,13,21
1340,1,18,14,17
1341,0,15,14,21
1342,1,17,12,20
1343,1,15,15,19
1344,0,16,14,20
1345,1,20,12,17
1346,0,14,15,21
1347,1,15,14,20
1348,1,14,10,25
1349,0,17,12,21
1350,0,17,15,18
1351,1,16,9,24
1352,0,16,13,21
1353,0,15,15,20
1354,0,16,12,22
1355,0,15,13,22
1356,0,16,15,19
1357,1,14,13,22
1358,0,16,14,20
1359,0,14,14,22
