,Asian,Black,Hispanic,White
10098,1,18,12,19
10099,2,16,12,20
10100,1,18,13,18
10101,1,17,16,16
10102,0,13,17,20
10103,0,16,13,21
10104,2,18,15,15
10105,1,16,13,20
10106,0,17,15,18
10107,2,18,12,18
10108,0,16,14,20
10109,1,18,13,18
10110,1,18,13,18
10111,1,17,13,19
10112,0,17,13,20
10113,0,14,17,19
10114,1,19,14,16
10115,1,17,12,20
10116,1,17,11,21
10117,1,16,16,17
10118,0,17,14,19
10119,0,17,14,19
10120,1,16,11,22
10121,1,17,12,20
10122,2,18,13,17
10123,1,16,13,20
10124,1,15,14,20
10125,0,16,14,20
10126,2,17,13,18
10127,1,16,13,20
10128,1,17,9,23
10129,0,16,13,21
10130,1,13,16,20
10131,0,16,16,18
10132,1,16,12,21
10133,1,16,13,20
10134,1,19,12,18
10135,1,17,14,18
10136,2,17,14,17
10137,0,17,15,18
10138,1,16,13,20
10139,0,17,13,20
10140,1,17,17,15
10141,1,16,17,16
10142,1,15,14,20
10143,1,18,10,21
10144,1,16,12,21
10145,1,15,16,18
10146,2,17,13,18
10147,1,14,13,22
10148,1,16,14,19
10149,1,17,13,19
10150,1,18,13,18
10151,1,15,14,20
10152,0,17,15,18
10153,1,15,15,19
10154,1,17,13,19
10155,0,16,15,19
10156,2,16,14,18
10157,2,18,12,18
10158,0,15,15,20
10159,1,18,15,16
10160,0,16,15,19
10161,1,18,13,18
10162,1,15,14,20
10163,3,16,10,21
10164,1,19,12,18
10165,1,17,11,21
10166,0,16,14,20
10167,2,18,12,18
10168,1,17,10,22
10169,0,18,11,21
10170,0,16,16,18
10171,1,17,13,19
10172,1,16,12,21
10173,1,15,14,20
10174,1,16,12,21
10175,0,16,15,19
10176,1,17,11,21
10177,0,13,18,19
10178,0,17,12,21
10179,0,17,14,19
10180,2,16,14,18
10181,1,16,16,17
10182,1,16,12,21
10183,0,18,10,22
10184,2,15,15,18
10185,1,15,11,23
10186,1,16,14,19
10187,3,17,10,20
10188,1,16,13,20
10189,1,16,13,20
10190,0,14,16,20
10191,0,17,16,17
10192,2,15,14,19
10193,1,19,9,21
10194,1,17,14,18
10195,1,16,13,20
10196,0,16,14,20
10197,1,16,10,23
10198,1,14,15,20
10199,0,16,17,17
10200,1,14,15,20
10201,4,16,12,18
10202,1,15,15,19
10203,2,16,14,18
10204,1,17,11,21
10205,1,16,17,16
10206,1,16,16,17
10207,0,14,16,20
10208,0,15,14,21
10209,1,15,14,20
10210,2,17,12,19
10211,1,16,12,21
10212,0,16,13,21
10213,1,17,14,18
10214,0,16,13,21
10215,1,15,14,20
10216,0,14,16,20
10217,1,14,17,18
10218,0,14,15,21
10219,4,15,11,20
10220,0,19,12,19
10221,2,15,15,18
10222,2,16,15,17
10223,0,17,14,19
10224,1,15,13,21
10225,0,15,16,19
10226,0,16,15,19
10227,1,16,13,20
10228,1,14,14,21
10229,2,16,13,19
10230,1,15,15,19
10231,2,15,14,19
10232,0,14,16,20
10233,1,14,12,23
10234,2,17,9,22
10235,1,15,15,19
10236,2,13,15,20
10237,0,15,14,21
10238,2,13,14,21
10239,1,14,15,20
10240,3,14,11,22
10241,0,14,17,19
10242,0,13,17,20
10243,1,15,14,20
10244,0,16,14,20
10245,1,15,14,20
10246,1,17,14,18
10247,1,15,14,20
10248,1,16,14,19
10249,0,17,14,19
10250,2,16,13,19
10251,0,16,15,19
10252,0,15,13,22
10253,0,16,12,22
10254,1,15,13,21
10255,0,15,17,18
10256,1,18,16,15
10257,1,15,16,18
10258,1,14,16,19
10259,0,18,12,20
10260,2,15,14,19
10261,1,15,13,21
10262,3,15,17,15
10263,0,14,15,21
10264,3,19,13,15
10265,1,18,10,21
10266,1,16,14,19
10267,1,15,15,19
10268,0,14,17,19
10269,1,15,14,20
10270,1,16,14,19
10271,1,16,13,20
10272,0,17,14,19
10273,0,16,14,20
10274,3,16,14,17
10275,2,16,14,18
10276,1,14,18,17
10277,1,18,14,17
10278,2,17,13,18
10279,1,15,15,19
10280,2,15,15,18
10281,1,16,9,24
10282,0,19,11,20
10283,3,15,15,17
10284,1,16,12,21
10285,2,16,15,17
10286,1,16,15,18
10287,2,16,13,19
10288,2,15,14,19
10289,1,17,13,19
10290,0,15,14,21
10291,2,14,15,19
10292,2,15,15,18
10293,1,16,9,24
10294,0,16,15,19
10295,1,17,14,18
10296,1,15,16,18
10297,0,16,14,20
10298,1,17,15,17
10299,2,14,13,21
10300,1,18,12,19
10301,2,15,11,22
10302,0,16,14,20
10303,1,14,16,19
10304,0,15,17,18
10305,1,14,17,18
10306,1,16,13,20
10307,1,17,14,18
10308,1,15,16,18
10309,2,14,15,19
10310,3,15,13,19
10311,0,14,15,21
10312,1,14,14,21
10313,1,16,14,19
10314,1,15,17,17
10315,1,15,16,18
10316,1,16,15,18
10317,1,17,14,18
10318,2,15,13,20
10319,0,17,14,19
10320,1,17,16,16
10321,1,19,16,14
10322,2,17,11,20
10323,1,19,12,18
10324,0,15,13,22
10325,1,14,15,20
10326,1,16,14,19
10327,1,14,12,23
10328,2,16,14,18
10329,0,15,11,24
10330,0,14,15,21
10331,2,12,16,20
10332,2,15,18,15
10333,1,16,16,17
10334,1,17,13,19
10335,1,16,15,18
10336,1,13,13,23
10337,1,18,15,16
10338,1,15,15,19
10339,1,15,12,22
10340,1,15,16,18
10341,2,14,14,20
10342,0,16,16,18
10343,1,17,11,21
10344,3,17,14,16
10345,0,15,15,20
10346,1,13,14,22
10347,0,17,12,21
10348,1,16,15,18
10349,3,16,14,17
10350,0,14,14,22
10351,0,13,17,20
10352,0,16,11,23
10353,2,16,14,18
10354,0,15,16,19
10355,1,14,14,21
10356,1,17,12,20
10357,0,15,15,20
10358,1,16,14,19
10359,2,15,14,19
10360,0,14,13,23
10361,1,15,15,19
10362,2,15,13,20
10363,2,13,15,20
10364,0,15,14,21
10365,1,13,16,20
10366,2,14,16,18
10367,1,17,13,19
10368,0,15,13,22
10369,1,14,15,20
10370,0,17,9,24
10371,2,15,12,21
10372,2,15,16,17
10373,1,18,15,16
10374,0,16,14,20
10375,1,16,15,18
10376,2,14,16,18
10377,2,15,16,17
10378,0,15,14,21
10379,0,13,16,21
10380,2,17,13,18
10381,2,14,14,20
10382,0,15,14,21
10383,2,15,14,19
10384,0,16,16,18
10385,1,16,15,18
10386,2,14,12,22
10387,1,17,16,16
10388,1,16,13,20
10389,1,15,17,17
10390,0,18,12,20
10391,1,16,14,19
10392,1,15,13,21
10393,2,14,13,21
10394,2,13,17,18
10395,1,14,16,19
10396,3,13,16,18
10397,1,14,13,22
10398,1,14,15,20
10399,0,17,14,19
10400,0,17,17,16
10401,1,16,15,18
10402,1,17,13,19
10403,1,14,15,20
10404,0,15,15,20
10405,2,15,11,22
10406,0,17,14,19
10407,1,18,15,16
10408,2,14,16,18
10409,1,16,12,21
10410,0,17,11,22
10411,2,17,11,20
10412,0,15,16,19
10413,0,14,18,18
10414,1,17,13,19
10415,0,16,14,20
10416,0,17,13,20
10417,0,15,16,19
10418,0,15,13,22
10419,2,16,12,20
10420,1,17,10,22
10421,1,15,14,20
10422,1,17,11,21
10423,1,15,14,20
10424,2,15,13,20
10425,1,14,14,21
10426,2,14,13,21
10427,0,16,13,21
10428,1,16,12,21
10429,1,19,9,21
10430,0,17,13,20
10431,2,18,12,18
10432,1,17,14,18
10433,1,18,12,19
10434,1,15,12,22
10435,1,15,16,18
10436,1,14,11,24
10437,1,17,14,18
10438,2,18,13,17
10439,1,12,15,22
10440,0,19,12,19
10441,0,17,15,18
10442,0,16,14,20
10443,0,17,13,20
10444,0,16,13,21
10445,1,15,12,22
10446,0,16,15,19
10447,0,19,14,17
10448,0,14,15,21
10449,0,16,13,21
10450,0,17,14,19
10451,1,18,13,18
10452,3,15,12,20
10453,1,16,14,19
10454,0,16,14,20
10455,2,16,12,20
10456,1,16,14,19
10457,2,15,13,20
10458,3,14,13,20
10459,1,19,12,18
10460,2,13,15,20
10461,0,16,12,22
10462,2,16,12,20
10463,0,17,12,21
10464,1,14,14,21
10465,2,19,13,16
10466,0,17,11,22
10467,0,14,15,21
10468,2,19,12,17
10469,0,16,15,19
10470,3,16,12,19
10471,2,16,15,17
10472,2,15,14,19
10473,1,14,16,19
10474,1,16,12,21
10475,0,16,14,20
10476,0,15,13,22
10477,0,18,18,14
10478,0,17,14,19
10479,1,18,11,20
10480,3,16,10,21
10481,0,15,12,23
10482,1,18,13,18
10483,0,19,14,17
10484,1,16,12,21
10485,1,17,15,17
10486,2,16,14,18
10487,2,14,17,17
10488,0,18,14,18
10489,0,17,14,19
10490,1,18,14,17
10491,0,15,16,19
10492,2,16,14,18
10493,1,17,13,19
10494,1,13,18,18
10495,0,16,15,19
10496,0,16,17,17
10497,1,16,13,20
10498,0,16,19,15
10499,1,13,12,24
10500,2,16,16,16
10501,2,16,11,21
10502,0,16,13,21
10503,1,16,15,18
10504,3,14,13,20
10505,2,17,11,20
10506,1,15,16,18
10507,1,16,14,19
10508,1,15,14,20
10509,1,16,12,21
10510,0,16,15,19
10511,1,15,16,18
10512,0,16,17,17
10513,2,16,15,17
10514,0,15,15,20
10515,1,18,12,19
10516,1,16,15,18
10517,2,16,15,17
10518,0,18,12,20
10519,0,15,15,20
10520,2,14,13,21
10521,1,14,15,20
10522,0,14,17,19
10523,1,14,12,23
10524,1,14,16,19
10525,1,14,16,19
10526,0,17,13,20
10527,0,17,15,18
10528,0,15,15,20
10529,1,14,17,18
10530,1,14,16,19
10531,3,18,11,18
10532,0,13,17,20
10533,2,16,12,20
10534,1,15,13,21
10535,2,15,15,18
10536,1,14,19,16
10537,0,18,13,19
10538,2,15,14,19
10539,2,15,15,18
10540,0,14,15,21
10541,2,17,14,17
10542,0,17,12,21
10543,0,17,14,19
10544,3,13,16,18
10545,1,16,14,19
10546,0,18,11,21
10547,1,14,14,21
10548,0,15,15,20
10549,2,15,14,19
10550,2,15,15,18
10551,2,16,14,18
10552,1,15,15,19
10553,1,13,15,21
10554,0,18,14,18
10555,1,18,13,18
10556,1,16,15,18
10557,0,14,15,21
10558,1,17,11,21
10559,2,19,10,19
10560,1,16,15,18
10561,0,17,16,17
10562,0,15,16,19
10563,0,16,18,16
10564,1,14,14,21
10565,2,14,19,15
10566,0,14,16,20
10567,1,18,14,17
10568,3,14,15,18
10569,2,15,16,17
10570,1,14,15,20
10571,0,16,14,20
10572,2,16,15,17
10573,2,16,13,19
10574,1,15,13,21
10575,1,17,16,16
10576,0,17,12,21
10577,0,18,13,19
10578,1,15,15,19
10579,1,16,15,18
10580,0,15,15,20
10581,2,15,14,19
10582,1,14,12,23
10583,0,16,13,21
10584,2,15,14,19
10585,1,18,14,17
10586,0,16,17,17
10587,1,20,16,13
10588,0,15,16,19
10589,1,16,14,19
10590,0,16,14,20
10591,1,15,15,19
10592,1,15,15,19
10593,1,16,11,22
10594,1,15,16,18
10595,2,19,10,19
10596,2,14,17,17
10597,1,15,15,19
10598,0,20,11,19
10599,0,16,15,19
10600,0,15,15,20
10601,3,17,15,15
10602,1,15,13,21
10603,2,14,15,19
10604,2,17,13,18
10605,1,17,15,17
10606,1,14,15,20
10607,1,15,16,18
10608,0,15,16,19
10609,1,14,15,20
10610,1,14,13,22
10611,2,16,13,19
10612,1,19,15,15
10613,0,14,14,22
10614,1,14,15,20
10615,2,15,14,19
10616,2,16,15,17
10617,1,16,15,18
10618,0,16,16,18
10619,1,16,16,17
10620,2,15,16,17
10621,2,19,12,17
10622,2,16,11,21
10623,1,15,16,18
10624,0,18,12,20
10625,1,14,15,20
10626,1,16,16,17
10627,1,17,13,19
10628,2,15,18,15
10629,1,17,16,16
10630,2,17,17,14
10631,0,17,15,18
10632,1,18,16,15
10633,0,18,13,19
10634,1,16,14,19
10635,1,18,14,17
10636,1,14,16,19
10637,0,16,16,18
10638,2,16,13,19
10639,2,15,16,17
10640,1,17,13,19
10641,1,16,15,18
10642,1,18,13,18
10643,0,18,13,19
10644,1,17,16,16
10645,1,20,12,17
10646,1,17,14,18
10647,1,19,12,18
10648,1,18,15,16
10649,1,16,12,21
10650,2,18,15,15
10651,1,16,13,20
10652,0,15,16,19
10653,1,15,9,25
10654,0,16,15,19
10655,0,18,14,18
10656,0,18,12,20
10657,1,14,16,19
10658,0,17,12,21
10659,2,16,14,18
10660,1,14,17,18
10661,1,18,15,16
10662,1,15,17,17
10663,2,18,13,17
10664,2,15,14,19
10665,1,16,12,21
10666,1,19,14,16
10667,1,15,17,17
10668,1,15,16,18
10669,2,18,14,16
10670,0,18,13,19
10671,1,17,16,16
10672,0,16,18,16
10673,0,17,13,20
10674,1,16,14,19
10675,1,16,13,20
10676,1,17,15,17
10677,1,15,15,19
10678,1,16,15,18
10679,0,19,14,17
10680,0,15,16,19
10681,1,17,12,20
10682,1,20,13,16
10683,2,14,17,17
10684,0,19,11,20
10685,1,17,14,18
10686,0,17,15,18
10687,2,15,14,19
10688,0,17,15,18
10689,0,18,13,19
10690,1,16,15,18
10691,1,17,14,18
10692,0,17,14,19
10693,1,17,12,20
10694,1,16,16,17
10695,0,15,14,21
10696,0,17,14,19
10697,1,15,15,19
10698,1,16,15,18
10699,0,17,15,18
10700,2,15,14,19
10701,0,17,14,19
10702,0,17,12,21
10703,1,16,12,21
10704,2,15,16,17
10705,3,18,12,17
10706,1,18,14,17
10707,2,18,14,16
10708,1,17,14,18
10709,2,18,12,18
10710,1,13,14,22
10711,1,16,14,19
10712,1,16,14,19
10713,1,16,14,19
10714,1,16,15,18
10715,0,17,15,18
10716,1,14,16,19
10717,2,16,16,16
10718,1,16,17,16
10719,1,16,16,17
10720,1,14,18,17
10721,0,16,13,21
10722,1,15,16,18
10723,0,17,15,18
10724,2,13,17,18
10725,1,15,16,18
10726,2,16,13,19
10727,2,15,13,20
10728,0,16,16,18
10729,1,17,13,19
10730,0,19,14,17
10731,1,17,13,19
10732,2,15,15,18
10733,3,13,16,18
10734,1,16,14,19
10735,1,19,12,18
10736,1,18,12,19
10737,2,14,15,19
10738,1,16,15,18
10739,0,17,15,18
10740,1,15,12,22
10741,0,16,15,19
10742,1,14,17,18
10743,1,17,16,16
10744,1,16,14,19
10745,0,15,16,19
10746,0,17,16,17
10747,0,14,16,20
10748,1,15,14,20
10749,0,18,12,20
10750,0,19,12,19
10751,2,14,15,19
10752,0,16,16,18
10753,2,16,16,16
10754,1,21,12,16
10755,1,14,14,21
10756,0,18,12,20
10757,1,14,17,18
10758,1,15,16,18
10759,1,18,14,17
10760,1,15,14,20
10761,1,14,14,21
10762,0,16,15,19
10763,2,18,12,18
10764,0,17,15,18
10765,0,16,14,20
10766,0,15,13,22
10767,0,18,15,17
10768,0,17,15,18
10769,1,16,14,19
10770,0,15,18,17
10771,1,16,13,20
10772,1,17,14,18
10773,1,16,15,18
10774,1,16,14,19
10775,0,16,16,18
10776,2,15,17,16
10777,3,17,13,17
10778,1,17,12,20
10779,1,17,15,17
10780,0,17,12,21
10781,1,15,15,19
10782,2,15,15,18
10783,1,17,13,19
10784,1,17,13,19
10785,1,14,13,22
10786,1,17,13,19
10787,1,16,13,20
10788,0,16,14,20
10789,0,15,12,23
10790,1,18,11,20
10791,0,18,13,19
10792,1,16,13,20
10793,0,14,12,24
10794,1,15,14,20
10795,1,17,14,18
10796,1,16,16,17
10797,1,14,17,18
10798,1,15,17,17
10799,1,17,13,19
10800,3,14,18,15
10801,1,15,15,19
10802,0,16,14,20
10803,2,15,13,20
10804,0,16,15,19
10805,1,15,11,23
10806,1,15,15,19
10807,1,16,15,18
10808,1,14,16,19
10809,2,14,13,21
10810,2,14,13,21
10811,0,19,12,19
10812,2,12,16,20
10813,0,17,14,19
10814,0,18,15,17
10815,2,17,13,18
10816,1,18,14,17
10817,0,17,15,18
10818,1,16,13,20
10819,2,15,15,18
10820,1,14,15,20
10821,0,20,17,13
10822,2,17,12,19
10823,1,16,17,16
10824,1,15,17,17
10825,2,18,12,18
10826,0,18,10,22
10827,0,16,16,18
10828,2,16,14,18
10829,2,16,13,19
10830,0,17,14,19
10831,0,17,15,18
10832,0,15,14,21
10833,2,15,15,18
10834,0,15,15,20
10835,1,17,12,20
10836,0,20,14,16
10837,1,17,15,17
10838,1,13,17,19
10839,1,16,17,16
10840,2,15,14,19
10841,0,15,12,23
10842,1,17,12,20
10843,2,16,13,19
10844,1,14,15,20
10845,0,18,14,18
10846,2,16,14,18
10847,1,15,15,19
10848,0,16,12,22
10849,1,17,16,16
10850,1,19,9,21
10851,2,15,14,19
10852,1,14,15,20
10853,1,18,12,19
10854,0,17,13,20
10855,1,15,16,18
10856,1,16,14,19
10857,1,19,15,15
10858,1,15,16,18
10859,0,16,15,19
10860,1,12,17,20
10861,1,15,14,20
10862,0,17,13,20
10863,1,13,16,20
10864,1,14,14,21
10865,3,12,13,22
10866,1,15,13,21
10867,0,17,16,17
10868,0,18,12,20
10869,2,13,16,19
10870,0,16,13,21
10871,2,17,16,15
10872,0,15,17,18
10873,0,17,13,20
10874,1,15,14,20
10875,3,19,14,14
10876,1,16,17,16
10877,0,16,16,18
10878,2,16,12,20
10879,0,16,15,19
10880,1,18,13,18
10881,2,16,16,16
10882,0,17,15,18
10883,0,14,14,22
10884,1,20,15,14
10885,2,15,16,17
10886,1,14,18,17
10887,2,15,12,21
10888,3,19,11,17
10889,0,15,15,20
10890,1,17,12,20
10891,1,18,13,18
10892,0,15,17,18
10893,1,16,14,19
10894,0,18,14,18
10895,0,18,14,18
10896,2,15,13,20
10897,2,16,15,17
10898,1,17,10,22
10899,2,14,13,21
10900,1,17,15,17
10901,1,16,15,18
10902,1,14,14,21
10903,0,16,15,19
10904,0,17,14,19
10905,2,17,13,18
10906,0,14,14,22
10907,0,16,14,20
10908,2,17,13,18
10909,1,18,14,17
10910,2,16,13,19
10911,3,16,11,20
10912,1,16,14,19
10913,1,22,9,18
10914,0,17,14,19
10915,0,18,14,18
10916,2,16,14,18
10917,1,15,12,22
10918,1,16,14,19
10919,1,16,14,19
10920,2,16,13,19
10921,1,17,13,19
10922,2,14,16,18
10923,2,13,15,20
10924,1,17,12,20
10925,1,14,17,18
10926,1,16,15,18
10927,3,18,10,19
10928,0,17,13,20
10929,0,17,14,19
10930,1,18,13,18
10931,1,18,16,15
10932,2,18,8,22
10933,1,16,15,18
10934,3,18,13,16
10935,1,16,11,22
10936,1,14,14,21
10937,2,17,13,18
10938,0,15,15,20
10939,0,16,14,20
10940,1,18,14,17
10941,1,17,15,17
10942,1,14,16,19
10943,0,15,14,21
10944,2,16,9,23
10945,2,14,16,18
10946,1,18,13,18
10947,0,17,11,22
10948,2,19,11,18
10949,0,15,14,21
10950,0,15,17,18
10951,1,16,12,21
10952,1,20,13,16
10953,4,15,13,18
10954,1,17,13,19
10955,1,16,12,21
10956,3,16,11,20
10957,2,18,13,17
10958,1,13,16,20
10959,0,15,14,21
10960,2,12,14,22
10961,1,17,11,21
10962,1,14,15,20
10963,1,16,12,21
10964,0,16,13,21
10965,2,15,13,20
10966,1,15,13,21
10967,2,15,14,19
10968,1,14,17,18
10969,0,16,16,18
10970,0,16,13,21
10971,1,17,13,19
10972,1,16,14,19
10973,0,15,13,22
10974,0,15,15,20
10975,1,15,12,22
10976,2,13,15,20
10977,1,17,12,20
10978,2,18,12,18
10979,1,17,14,18
10980,0,18,11,21
10981,1,16,14,19
10982,1,17,15,17
10983,1,15,15,19
10984,0,15,15,20
10985,1,16,15,18
10986,1,16,13,20
10987,1,16,11,22
10988,1,16,14,19
10989,1,18,13,18
10990,1,18,13,18
10991,2,15,9,24
10992,1,15,15,19
10993,1,16,10,23
10994,2,14,15,19
10995,1,15,13,21
10996,0,17,12,21
10997,0,16,13,21
10998,2,14,16,18
10999,1,15,12,22
11000,0,16,12,22
11001,3,15,13,19
11002,1,16,14,19
11003,1,15,13,21
11004,1,16,17,16
11005,1,14,13,22
11006,1,17,14,18
11007,1,17,13,19
11008,1,18,10,21
11009,1,16,13,20
11010,1,18,13,18
11011,1,17,10,22
11012,0,17,13,20
11013,0,17,13,20
11014,1,14,12,23
11015,1,16,12,21
11016,1,15,14,20
11017,2,15,14,19
11018,2,15,14,19
11019,0,15,16,19
11020,0,14,15,21
11021,0,17,15,18
11022,0,17,13,20
11023,1,17,14,18
11024,0,16,13,21
11025,1,15,11,23
11026,0,16,16,18
11027,1,15,15,19
11028,0,17,15,18
11029,1,16,11,22
11030,0,14,15,21
11031,0,18,13,19
11032,0,17,13,20
11033,1,16,13,20
11034,1,17,14,18
11035,0,16,11,23
11036,1,19,13,17
11037,1,16,14,19
11038,0,17,14,19
11039,1,16,14,19
11040,0,15,16,19
11041,1,19,12,18
11042,2,15,13,20
11043,0,16,12,22
11044,1,15,12,22
11045,2,16,13,19
11046,1,17,14,18
11047,1,18,15,16
11048,0,15,13,22
11049,1,13,16,20
11050,0,17,17,16
11051,1,16,16,17
11052,1,15,15,19
11053,2,18,15,15
11054,1,16,14,19
11055,1,13,12,24
11056,1,14,15,20
11057,2,17,14,17
11058,1,16,15,18
11059,1,15,17,17
11060,1,16,15,18
11061,1,17,14,18
11062,0,18,14,18
11063,0,16,13,21
11064,1,17,13,19
11065,1,17,11,21
11066,1,16,14,19
11067,1,18,16,15
11068,0,16,17,17
11069,0,18,16,16
11070,1,15,14,20
11071,0,15,15,20
11072,1,15,14,20
11073,0,16,12,22
11074,0,15,16,19
11075,1,15,16,18
11076,2,16,13,19
11077,1,14,13,22
11078,1,14,13,22
11079,2,17,14,17
11080,1,15,16,18
11081,1,15,14,20
11082,0,16,14,20
11083,1,17,13,19
11084,0,15,14,21
11085,0,16,14,20
11086,1,17,13,19
11087,0,17,13,20
11088,0,19,13,18
11089,3,14,11,22
11090,0,18,13,19
11091,2,19,10,19
11092,0,15,17,18
11093,1,13,16,20
11094,2,16,14,18
11095,0,17,12,21
11096,3,17,12,18
11097,0,14,17,19
11098,1,17,15,17
11099,1,15,9,25
11100,0,16,16,18
11101,0,19,11,20
11102,2,14,14,20
11103,1,14,16,19
11104,1,14,15,20
11105,0,14,12,24
11106,2,14,15,19
11107,1,17,14,18
11108,0,13,16,21
11109,2,15,12,21
11110,0,18,13,19
11111,1,16,16,17
11112,0,16,17,17
11113,0,17,15,18
11114,1,16,14,19
11115,0,16,13,21
11116,1,16,15,18
11117,0,15,14,21
11118,1,14,13,22
11119,1,16,14,19
11120,1,14,15,20
11121,1,17,11,21
11122,1,15,15,19
11123,1,14,19,16
11124,4,14,15,17
11125,1,19,13,17
11126,1,18,13,18
11127,0,15,16,19
11128,0,15,15,20
11129,0,15,13,22
11130,0,16,18,16
11131,0,18,14,18
11132,0,17,13,20
11133,1,19,10,20
11134,0,19,14,17
11135,1,17,13,19
11136,0,14,16,20
11137,0,16,13,21
11138,1,16,13,20
11139,1,16,10,23
11140,0,14,13,23
11141,0,13,15,22
11142,0,15,17,18
11143,1,15,13,21
11144,1,14,13,22
11145,0,14,16,20
11146,0,17,14,19
11147,2,14,15,19
11148,1,17,12,20
11149,0,15,14,21
11150,1,17,16,16
11151,2,14,13,21
11152,1,15,15,19
11153,1,19,13,17
11154,1,14,12,23
11155,1,15,15,19
11156,1,16,15,18
11157,1,14,11,24
11158,2,15,14,19
11159,0,17,15,18
11160,0,18,13,19
11161,1,18,12,19
11162,0,14,16,20
11163,2,17,15,16
11164,1,17,13,19
11165,0,15,16,19
11166,0,18,13,19
11167,3,15,11,21
11168,1,16,15,18
11169,1,19,10,20
11170,0,18,14,18
11171,3,15,14,18
11172,2,17,11,20
11173,1,17,14,18
11174,1,15,12,22
11175,1,16,17,16
11176,1,15,16,18
11177,2,15,13,20
11178,1,15,19,15
11179,0,15,15,20
11180,2,17,16,15
11181,0,17,13,20
11182,1,17,12,20
11183,1,15,13,21
11184,0,16,16,18
11185,1,17,12,20
11186,0,19,11,20
11187,2,18,11,19
11188,3,16,12,19
11189,2,14,16,18
11190,3,18,12,17
11191,4,16,12,18
11192,2,17,15,16
11193,0,14,16,20
11194,1,16,9,24
11195,1,17,11,21
11196,1,14,15,20
11197,0,17,14,19
11198,2,18,13,17
11199,0,17,9,24
11200,2,16,12,20
11201,2,19,13,16
11202,1,15,15,19
11203,3,15,16,16
11204,1,19,13,17
11205,2,15,14,19
11206,2,17,14,17
11207,0,14,13,23
11208,0,14,15,21
11209,3,13,14,20
11210,1,15,18,16
11211,1,16,14,19
11212,2,17,12,19
11213,4,15,13,18
11214,2,14,11,23
11215,0,16,11,23
11216,0,14,15,21
11217,1,15,14,20
11218,1,15,13,21
11219,0,14,17,19
11220,1,15,14,20
11221,0,16,16,18
11222,1,15,15,19
11223,0,17,16,17
11224,1,16,15,18
11225,0,15,15,20
11226,0,15,16,19
11227,1,15,14,20
11228,1,17,10,22
11229,2,16,15,17
11230,1,17,12,20
11231,0,15,16,19
11232,3,14,14,19
11233,2,14,15,19
11234,0,13,16,21
11235,2,15,15,18
11236,0,16,13,21
11237,2,14,15,19
11238,1,16,14,19
11239,1,15,14,20
11240,0,16,13,21
11241,2,15,11,22
11242,0,15,13,22
11243,2,17,13,18
11244,1,13,13,23
11245,1,15,18,16
11246,3,16,14,17
11247,0,14,14,22
11248,3,17,12,18
11249,0,16,16,18
11250,1,14,16,19
11251,2,16,17,15
11252,1,14,16,19
11253,1,15,14,20
11254,2,15,15,18
11255,1,15,16,18
11256,1,15,15,19
11257,1,16,14,19
11258,1,14,13,22
11259,1,16,16,17
11260,1,14,17,18
11261,0,13,16,21
11262,0,16,14,20
11263,3,13,15,19
11264,0,15,17,18
11265,2,15,16,17
11266,1,14,17,18
11267,2,15,15,18
11268,3,13,15,19
11269,0,16,17,17
11270,1,15,15,19
11271,0,13,17,20
11272,1,14,15,20
11273,1,16,14,19
11274,1,14,18,17
11275,1,15,17,17
11276,0,18,15,17
11277,1,14,15,20
11278,1,15,15,19
11279,0,15,15,20
11280,1,15,16,18
11281,1,16,14,19
11282,2,14,17,17
11283,2,14,16,18
11284,1,15,17,17
11285,0,15,15,20
11286,1,15,17,17
11287,1,17,14,18
11288,2,17,14,17
11289,1,13,17,19
11290,2,14,14,20
11291,0,14,13,23
11292,1,17,15,17
11293,1,14,13,22
11294,1,13,17,19
11295,1,17,11,21
11296,0,17,15,18
11297,0,15,17,18
11298,0,14,19,17
11299,0,16,13,21
11300,0,16,17,17
11301,0,14,14,22
11302,2,17,13,18
11303,1,13,14,22
11304,1,17,13,19
11305,0,14,17,19
11306,2,14,14,20
11307,0,16,15,19
11308,0,14,17,19
11309,1,16,15,18
11310,1,16,17,16
11311,2,15,13,20
11312,0,15,16,19
11313,1,16,13,20
11314,0,13,18,19
11315,1,14,18,17
11316,0,13,16,21
11317,0,15,14,21
11318,0,14,18,18
11319,1,15,15,19
11320,1,15,15,19
11321,0,15,20,15
11322,1,15,14,20
11323,1,16,13,20
11324,1,14,15,20
11325,1,15,15,19
11326,2,14,13,21
11327,1,16,17,16
11328,1,17,14,18
11329,1,12,17,20
11330,0,15,13,22
11331,0,13,15,22
11332,0,17,15,18
11333,0,15,13,22
11334,0,16,17,17
11335,2,15,15,18
11336,2,14,14,20
11337,1,18,15,16
11338,0,17,11,22
11339,0,16,15,19
11340,0,12,16,22
11341,0,15,15,20
11342,0,15,14,21
11343,0,16,16,18
11344,1,16,15,18
11345,1,16,16,17
11346,2,14,13,21
11347,0,15,18,17
11348,1,15,14,20
11349,0,14,15,21
11350,1,16,13,20
11351,0,14,18,18
11352,0,17,18,15
11353,0,16,14,20
11354,0,15,16,19
11355,1,17,17,15
11356,1,13,16,20
11357,1,13,15,21
11358,0,17,16,17
11359,0,15,15,20
11360,1,14,14,21
11361,0,16,14,20
11362,2,14,15,19
11363,0,15,16,19
11364,1,16,13,20
11365,1,15,15,19
11366,0,15,13,22
11367,1,15,15,19
11368,1,13,15,21
