,Asian,Black,Hispanic,White
153,0,17,16,17
154,0,18,14,18
155,0,19,16,15
156,0,16,15,19
157,0,18,12,20
158,1,18,13,18
159,0,17,14,19
160,0,17,15,18
161,0,18,16,16
162,0,18,13,19
163,0,18,13,19
164,0,16,16,18
165,0,17,15,18
166,0,18,16,16
167,0,17,15,18
168,0,17,15,18
169,0,19,12,19
170,0,17,15,18
171,0,20,12,18
172,0,18,15,17
173,0,17,15,18
174,0,18,14,18
175,0,16,14,20
176,0,18,16,16
177,0,14,19,17
178,0,19,15,16
179,0,16,13,21
180,0,19,14,17
181,0,17,14,19
182,0,19,14,17
183,0,19,13,18
184,0,19,13,18
185,0,20,11,19
186,1,18,13,18
187,2,18,15,15
188,2,17,15,16
189,1,17,14,18
190,1,17,13,19
191,1,18,12,19
192,2,17,13,18
193,1,14,16,19
194,2,15,12,21
195,1,15,12,22
196,1,15,16,18
197,0,16,13,21
198,0,15,17,18
199,0,15,16,19
200,0,17,17,16
201,1,15,20,14
202,1,18,13,18
203,1,16,16,17
204,1,17,16,16
205,2,18,16,14
206,1,17,15,17
207,1,17,17,15
208,1,17,16,16
209,2,18,15,15
210,2,16,17,15
211,1,17,15,17
212,2,17,16,15
213,1,16,15,18
214,1,15,19,15
215,1,13,17,19
216,1,18,13,18
217,1,15,15,19
218,1,15,18,16
219,1,19,13,17
220,1,17,14,18
221,1,16,17,16
222,2,14,16,18
223,1,17,17,15
224,1,15,17,17
225,1,17,12,20
226,2,17,15,16
227,2,16,12,20
228,1,17,14,18
229,1,18,12,19
230,1,18,13,18
231,1,17,14,18
232,1,17,12,20
233,1,19,13,17
234,1,16,15,18
235,2,17,13,18
236,1,14,15,20
237,2,19,11,18
238,1,15,14,20
239,1,17,13,19
240,1,15,15,19
241,1,16,15,18
242,1,18,11,20
243,1,17,15,17
244,1,16,17,16
245,1,17,15,17
246,1,17,14,18
247,1,17,13,19
248,1,19,14,16
249,1,17,15,17
250,0,14,18,18
251,0,16,18,16
252,1,18,16,15
253,2,16,15,17
254,1,17,16,16
255,1,20,12,17
256,1,18,12,19
257,1,18,16,15
258,1,17,12,20
259,0,17,15,18
260,0,17,18,15
261,0,17,18,15
262,0,16,15,19
263,1,16,16,17
264,1,17,16,16
265,1,16,15,18
266,2,16,15,17
267,1,16,15,18
268,2,16,13,19
269,1,16,15,18
270,2,16,15,17
271,1,16,15,18
272,1,20,10,19
273,2,18,12,18
274,1,17,12,20
275,1,16,17,16
276,1,15,14,20
277,1,17,15,17
278,1,16,15,18
279,1,16,16,17
280,1,15,15,19
281,0,18,14,18
282,1,15,19,15
283,0,14,17,19
284,0,15,20,15
285,0,15,18,17
286,0,17,18,15
287,0,17,15,18
288,0,18,15,17
289,0,18,18,14
290,0,14,16,20
291,0,19,12,19
292,0,17,15,18
293,0,14,16,20
294,2,15,14,19
295,0,15,14,21
296,0,15,15,20
297,0,15,17,18
298,0,17,18,15
299,0,15,12,23
300,0,14,16,20
301,0,15,14,21
302,0,15,16,19
303,0,15,15,20
304,1,16,13,20
305,0,17,15,18
306,0,17,13,20
307,0,15,15,20
308,0,16,15,19
309,0,14,14,22
310,0,17,12,21
311,0,16,14,20
312,0,15,13,22
313,0,16,15,19
314,0,15,15,20
315,0,17,11,22
316,0,17,12,21
317,0,17,16,17
318,0,16,16,18
319,0,15,17,18
320,0,18,14,18
321,0,16,17,17
322,1,17,18,14
323,0,16,16,18
324,0,18,14,18
325,0,15,18,17
326,0,16,14,20
327,0,15,17,18
328,0,17,15,18
329,0,16,14,20
330,0,15,16,19
331,0,17,16,17
332,1,16,14,19
333,0,18,15,17
334,0,17,19,14
335,0,16,15,19
336,0,18,13,19
337,0,19,14,17
338,0,22,15,13
339,0,16,17,17
340,0,19,13,18
341,0,18,15,17
342,0,19,14,17
343,0,20,10,20
344,0,19,14,17
345,0,19,14,17
346,0,18,11,21
347,0,20,11,19
348,0,17,15,18
349,0,19,12,19
350,1,20,15,14
351,0,18,13,19
352,0,15,16,19
353,0,19,16,15
354,0,18,15,17
355,1,19,14,16
356,0,18,16,16
357,0,14,17,19
358,0,16,16,18
359,0,14,20,16
360,1,18,14,17
361,0,18,15,17
362,0,17,16,17
363,0,17,14,19
364,0,16,16,18
365,0,17,12,21
366,0,20,11,19
367,0,16,15,19
368,1,15,20,14
369,0,14,19,17
370,0,17,15,18
371,0,14,18,18
372,0,14,20,16
373,0,16,20,14
374,0,13,19,18
375,0,18,17,15
376,0,18,15,17
377,0,13,17,20
378,0,17,16,17
379,0,17,18,15
380,0,16,17,17
381,0,16,16,18
382,1,16,16,17
383,1,12,16,21
384,1,17,16,16
385,1,16,17,16
386,1,15,15,19
387,1,14,17,18
388,1,15,17,17
389,1,15,16,18
390,1,16,16,17
391,1,17,13,19
392,1,17,14,18
393,1,17,13,19
394,0,16,14,20
395,0,19,12,19
396,0,15,16,19
397,0,18,13,19
398,0,19,13,18
399,0,18,13,19
400,0,17,14,19
401,0,20,11,19
402,0,17,13,20
403,0,16,12,22
404,1,15,15,19
405,0,18,14,18
406,0,17,15,18
407,0,19,13,18
408,0,15,15,20
409,0,19,14,17
410,0,17,16,17
411,0,16,17,17
412,0,15,16,19
413,0,18,16,16
414,0,19,13,18
415,2,16,15,17
416,1,15,14,20
417,1,16,14,19
418,1,16,15,18
419,1,17,15,17
420,0,19,14,17
421,0,18,13,19
422,0,16,14,20
423,0,19,12,19
424,0,16,15,19
425,0,17,15,18
426,0,18,13,19
427,0,16,15,19
428,0,17,15,18
429,0,17,13,20
430,0,17,17,16
431,0,19,13,18
432,0,17,13,20
433,0,17,12,21
434,2,17,13,18
435,0,17,13,20
436,0,18,14,18
437,2,14,16,18
438,1,16,14,19
439,2,14,14,20
440,1,15,14,20
441,1,13,18,18
442,1,16,16,17
443,1,14,17,18
444,1,17,14,18
445,3,15,13,19
446,1,14,15,20
447,2,16,12,20
448,0,17,13,20
449,0,17,12,21
450,0,16,14,20
451,0,18,14,18
452,0,18,16,16
453,0,18,12,20
454,1,17,15,17
455,0,16,15,19
456,0,16,14,20
457,0,17,13,20
458,0,18,12,20
459,0,17,14,19
460,0,16,18,16
461,1,15,16,18
462,0,14,18,18
463,1,18,16,15
464,0,18,13,19
465,0,15,15,20
466,0,19,16,15
467,0,15,14,21
468,0,17,16,17
469,0,18,15,17
470,0,17,15,18
471,0,16,17,17
472,0,20,14,16
473,0,17,17,16
474,0,15,16,19
475,0,17,14,19
476,0,16,15,19
477,0,17,14,19
478,0,14,17,19
479,0,17,13,20
480,0,17,18,15
481,0,18,10,22
482,0,17,14,19
483,0,16,19,15
484,0,17,16,17
485,0,15,16,19
486,0,15,17,18
487,0,17,13,20
488,1,16,14,19
489,0,16,15,19
490,0,16,17,17
491,0,15,20,15
492,0,16,16,18
493,0,15,17,18
494,0,17,16,17
495,0,15,19,16
496,1,15,16,18
497,1,18,11,20
498,1,17,12,20
499,0,18,13,19
500,0,15,14,21
501,0,15,16,19
502,0,15,14,21
503,0,15,14,21
504,0,16,17,17
505,1,14,15,20
506,0,15,15,20
507,0,15,16,19
508,1,17,14,18
509,0,16,13,21
510,0,16,15,19
511,1,15,13,21
512,1,16,13,20
513,0,15,17,18
514,0,16,14,20
515,0,16,16,18
516,0,18,13,19
517,0,16,15,19
518,0,16,18,16
519,0,18,12,20
520,0,18,15,17
521,0,18,12,20
522,0,16,15,19
523,0,16,15,19
524,0,18,13,19
525,0,16,18,16
526,0,17,18,15
527,0,17,14,19
528,0,18,13,19
529,0,18,13,19
530,0,18,15,17
531,0,19,14,17
532,0,18,15,17
533,0,16,15,19
534,1,18,13,18
535,0,15,15,20
536,0,16,17,17
537,0,17,16,17
538,0,16,16,18
539,0,17,15,18
540,0,17,15,18
541,0,18,14,18
542,0,18,15,17
543,0,15,16,19
544,0,14,15,21
545,1,17,17,15
546,0,16,17,17
547,0,17,16,17
548,0,17,17,16
549,0,18,12,20
550,0,20,11,19
551,0,18,11,21
552,0,17,14,19
553,0,19,11,20
554,1,17,12,20
555,1,15,13,21
556,1,16,12,21
557,0,18,12,20
558,0,16,13,21
559,0,17,14,19
560,0,16,11,23
561,0,16,13,21
562,0,17,13,20
563,0,16,14,20
564,0,15,16,19
565,0,20,16,14
566,0,20,14,16
567,0,19,16,15
568,0,19,15,16
569,0,19,14,17
570,0,19,15,16
571,0,19,10,21
572,0,19,11,20
573,0,13,14,23
574,1,19,10,20
575,0,17,16,17
576,0,17,15,18
577,0,17,14,19
578,0,16,13,21
579,0,19,11,20
580,0,15,18,17
581,0,14,19,17
582,1,15,14,20
583,0,17,15,18
584,1,13,13,23
585,0,17,13,20
586,0,17,15,18
587,0,17,12,21
588,0,18,14,18
589,0,18,13,19
590,0,17,13,20
591,1,17,12,20
592,0,19,12,19
593,0,18,14,18
594,1,16,13,20
595,0,15,15,20
596,0,18,10,22
597,0,17,11,22
598,0,18,12,20
599,0,14,13,23
600,0,15,12,23
601,0,17,11,22
602,0,19,10,21
603,2,17,12,19
604,0,21,9,20
605,0,17,15,18
606,0,17,13,20
607,1,18,9,22
608,0,18,12,20
609,0,17,16,17
610,0,17,15,18
611,0,19,12,19
612,0,19,13,18
613,0,18,14,18
614,0,17,14,19
615,0,18,12,20
616,0,17,14,19
617,0,16,14,20
618,0,19,13,18
619,0,18,10,22
620,1,17,14,18
621,1,18,12,19
622,0,19,14,17
623,0,17,16,17
624,0,17,17,16
625,0,17,16,17
626,0,17,14,19
627,0,15,17,18
628,0,17,14,19
629,1,18,15,16
630,0,17,15,18
631,0,17,17,16
632,1,19,14,16
633,1,15,15,19
634,0,15,16,19
635,0,15,16,19
636,0,14,15,21
637,0,16,15,19
638,0,16,17,17
639,0,15,17,18
640,0,13,22,15
641,0,15,16,19
642,1,14,18,17
643,0,17,14,19
644,0,17,19,14
645,1,16,13,20
646,0,16,13,21
647,0,17,11,22
648,0,18,13,19
649,0,17,14,19
650,0,17,14,19
651,0,15,12,23
652,1,16,14,19
653,0,13,16,21
654,0,16,17,17
655,0,15,12,23
656,0,17,12,21
657,0,17,13,20
658,0,17,13,20
659,0,17,12,21
660,0,12,18,20
661,0,18,14,18
662,0,15,17,18
663,0,18,15,17
664,0,16,17,17
665,0,17,15,18
666,0,18,16,16
667,0,17,13,20
668,0,17,14,19
669,0,18,17,15
670,0,18,16,16
671,0,17,16,17
672,0,18,13,19
673,0,20,13,17
674,0,19,15,16
675,0,18,16,16
676,0,19,13,18
677,0,18,15,17
678,0,20,11,19
679,0,19,13,18
680,0,19,11,20
681,0,20,14,16
682,0,18,13,19
683,1,20,10,19
684,0,18,15,17
685,0,18,17,15
686,0,18,15,17
687,0,19,15,16
688,0,19,13,18
689,0,15,14,21
690,0,16,14,20
691,0,15,16,19
692,0,18,13,19
693,0,16,14,20
694,0,18,12,20
695,0,17,14,19
696,0,18,13,19
697,0,19,15,16
698,0,19,11,20
699,1,18,12,19
700,0,19,9,22
701,0,18,11,21
702,0,16,14,20
703,0,16,15,19
704,0,17,14,19
705,0,16,13,21
706,1,17,15,17
707,0,16,10,24
708,0,15,13,22
709,0,17,12,21
710,0,18,12,20
711,1,18,14,17
712,1,18,11,20
713,0,16,14,20
714,0,18,12,20
715,0,17,13,20
716,0,16,15,19
717,0,16,19,15
718,0,19,14,17
719,0,17,14,19
720,0,15,15,20
721,0,15,15,20
722,0,18,12,20
723,0,17,13,20
724,0,16,12,22
725,0,19,12,19
726,0,15,16,19
727,0,19,14,17
728,0,19,12,19
729,0,17,14,19
730,0,18,11,21
731,0,15,14,21
732,0,18,13,19
733,1,17,13,19
734,0,16,15,19
735,0,16,14,20
736,0,19,13,18
737,1,18,11,20
738,0,17,16,17
739,0,17,17,16
740,0,13,16,21
741,0,16,12,22
742,0,15,17,18
743,0,16,14,20
744,1,15,17,17
745,0,17,16,17
746,0,19,15,16
747,0,18,13,19
748,0,19,10,21
749,0,17,17,16
750,0,18,13,19
751,0,18,12,20
752,0,19,12,19
753,0,19,11,20
754,0,18,12,20
755,0,15,15,20
756,0,17,15,18
757,0,16,17,17
758,1,16,16,17
759,0,17,18,15
760,0,17,19,14
761,0,16,19,15
762,0,16,20,14
763,0,17,18,15
764,0,14,21,15
765,0,17,18,15
766,0,15,19,16
767,0,16,20,14
768,0,15,20,15
769,1,15,18,16
770,0,16,18,16
771,0,18,17,15
772,0,18,17,15
773,0,16,15,19
774,0,16,17,17
775,0,16,16,18
776,0,14,16,20
777,0,19,12,19
778,0,17,15,18
779,1,17,16,16
780,0,16,14,20
781,1,15,15,19
782,1,18,12,19
783,1,14,16,19
784,0,15,16,19
785,1,16,14,19
786,0,16,14,20
787,1,16,16,17
788,1,15,14,20
789,0,16,14,20
790,1,16,15,18
791,1,17,11,21
792,0,16,11,23
793,1,15,17,17
794,0,19,13,18
795,1,18,17,14
796,0,15,19,16
797,1,16,14,19
798,0,17,15,18
799,1,17,17,15
800,1,16,17,16
801,0,18,13,19
802,0,17,16,17
803,0,16,18,16
804,0,17,17,16
805,0,17,16,17
806,1,18,18,13
807,0,16,20,14
808,1,16,17,16
809,0,18,19,13
810,0,17,15,18
811,0,19,12,19
812,0,16,15,19
813,0,18,15,17
814,0,19,12,19
815,0,21,14,15
816,0,17,14,19
817,1,17,15,17
818,0,19,13,18
819,0,19,13,18
820,0,18,15,17
821,0,15,17,18
822,0,19,14,17
823,0,18,17,15
824,0,17,16,17
825,0,15,18,17
826,0,16,15,19
827,0,17,17,16
828,0,19,12,19
829,0,18,13,19
830,0,21,13,16
831,0,19,13,18
832,0,20,12,18
833,0,19,13,18
834,0,18,14,18
835,0,19,13,18
836,0,19,12,19
837,0,20,11,19
838,0,17,14,19
839,0,19,14,17
840,1,16,15,18
841,1,19,14,16
842,1,16,17,16
843,1,19,13,17
844,0,16,16,18
845,0,17,14,19
846,0,14,19,17
847,1,17,14,18
848,1,19,11,19
849,1,17,12,20
850,0,17,16,17
851,1,18,13,18
852,0,19,12,19
853,0,18,16,16
854,0,18,15,17
855,1,18,12,19
856,0,18,13,19
857,0,18,14,18
858,0,18,17,15
859,0,16,14,20
860,0,18,14,18
861,0,20,12,18
862,0,16,13,21
863,0,15,17,18
864,0,17,16,17
865,0,17,14,19
866,0,18,14,18
867,0,18,12,20
868,0,18,11,21
869,1,18,12,19
870,0,19,11,20
871,0,17,16,17
872,0,18,13,19
873,1,17,13,19
874,0,18,11,21
875,0,18,15,17
876,0,20,13,17
877,0,17,15,18
878,0,15,16,19
879,0,18,13,19
880,0,19,12,19
881,1,17,13,19
882,1,16,13,20
883,0,15,17,18
884,0,15,14,21
885,0,16,15,19
886,0,18,13,19
887,1,19,12,18
888,0,17,19,14
889,0,18,13,19
890,0,17,15,18
891,0,18,10,22
892,0,18,13,19
893,0,17,15,18
894,0,17,14,19
895,0,15,17,18
896,0,18,14,18
897,0,18,14,18
898,0,19,13,18
899,0,17,14,19
900,1,18,12,19
901,0,17,14,19
902,0,18,15,17
903,0,17,15,18
904,0,16,17,17
905,0,17,14,19
906,0,20,11,19
907,0,19,14,17
908,1,17,13,19
909,0,19,11,20
910,0,15,16,19
911,0,19,12,19
912,0,18,15,17
913,0,19,11,20
914,0,16,16,18
915,0,19,13,18
916,0,19,10,21
917,0,16,17,17
918,0,18,14,18
919,0,16,15,19
920,0,19,8,23
921,0,17,15,18
922,0,19,14,17
923,0,20,12,18
924,0,18,11,21
925,1,18,13,18
926,0,20,10,20
927,0,22,12,16
928,0,20,14,16
929,0,16,13,21
930,1,18,9,22
931,0,17,10,23
932,0,20,12,18
933,0,19,14,17
934,1,16,17,16
935,0,20,11,19
936,0,19,13,18
937,0,20,12,18
938,0,18,10,22
939,0,20,12,18
940,0,19,12,19
941,1,16,13,20
942,0,18,13,19
943,0,18,13,19
944,2,18,13,17
945,0,19,12,19
946,0,20,15,15
947,0,16,15,19
948,0,18,14,18
949,0,17,16,17
950,0,19,14,17
951,0,19,12,19
952,0,19,13,18
953,0,18,16,16
954,0,20,12,18
955,0,19,12,19
956,0,21,9,20
957,0,19,12,19
958,0,18,14,18
959,0,19,13,18
960,0,20,12,18
961,0,19,12,19
962,0,17,14,19
963,0,17,15,18
964,0,19,16,15
965,0,16,18,16
966,0,18,16,16
967,0,20,15,15
968,0,20,15,15
969,0,21,13,16
970,1,18,13,18
971,0,20,13,17
972,0,21,12,17
973,0,16,17,17
974,0,17,14,19
975,0,16,14,20
976,0,15,15,20
977,0,15,15,20
978,0,19,10,21
979,1,18,15,16
980,0,18,14,18
981,0,15,16,19
982,0,14,16,20
983,0,19,14,17
984,1,19,10,20
985,0,17,14,19
986,0,18,12,20
987,0,17,15,18
988,0,16,14,20
989,0,17,14,19
990,0,16,16,18
991,0,19,15,16
992,0,16,14,20
993,0,20,10,20
994,0,16,13,21
995,0,19,13,18
996,1,15,14,20
997,0,18,14,18
998,1,17,11,21
999,0,17,13,20
1000,0,18,13,19
1001,0,19,12,19
1002,0,20,12,18
1003,0,22,15,13
1004,0,18,11,21
1005,0,20,15,15
1006,0,17,15,18
1007,1,19,12,18
1008,0,18,17,15
1009,0,15,11,24
1010,0,16,14,20
1011,0,18,15,17
1012,0,18,13,19
1013,1,17,16,16
1014,0,18,18,14
1015,0,17,16,17
1016,1,18,14,17
1017,0,16,13,21
1018,0,18,13,19
1019,0,17,12,21
1020,0,17,16,17
1021,0,16,15,19
1022,1,16,16,17
1023,0,18,14,18
1024,0,17,16,17
1025,0,16,15,19
1026,0,15,14,21
1027,0,17,15,18
1028,0,15,16,19
1029,0,19,16,15
1030,0,19,16,15
1031,0,19,11,20
1032,0,13,15,22
1033,0,17,15,18
1034,0,17,15,18
1035,0,15,15,20
1036,1,16,18,15
1037,1,14,16,19
1038,1,14,17,18
1039,1,15,13,21
1040,0,15,18,17
1041,0,17,13,20
1042,0,14,18,18
1043,0,16,15,19
1044,0,19,12,19
1045,0,14,15,21
1046,0,17,14,19
1047,1,16,17,16
1048,0,17,13,20
1049,0,17,14,19
1050,0,18,12,20
1051,0,16,13,21
1052,0,15,15,20
1053,0,20,13,17
1054,1,18,12,19
1055,0,18,14,18
1056,0,20,13,17
1057,0,19,15,16
1058,0,20,11,19
1059,0,19,13,18
1060,0,20,10,20
1061,0,20,11,19
1062,0,20,13,17
1063,1,19,14,16
1064,0,15,15,20
1065,0,17,19,14
1066,0,19,16,15
1067,1,18,15,16
1068,0,19,14,17
1069,1,18,14,17
1070,1,18,13,18
1071,1,18,13,18
1072,1,18,13,18
1073,1,19,10,20
1074,1,18,15,16
1075,1,16,15,18
1076,1,16,10,23
1077,1,15,12,22
1078,1,17,14,18
1079,2,17,11,20
1080,1,16,12,21
1081,1,15,16,18
1082,1,15,16,18
1083,1,19,12,18
1084,0,17,12,21
1085,0,14,18,18
1086,0,16,14,20
1087,0,20,11,19
1088,0,18,12,20
1089,0,19,13,18
1090,0,18,12,20
1091,0,18,12,20
1092,0,19,11,20
1093,1,20,12,17
1094,0,16,13,21
1095,0,19,12,19
1096,0,16,14,20
1097,1,15,12,22
1098,0,16,12,22
1099,0,17,11,22
1100,1,17,13,19
1101,0,18,11,21
1102,1,18,10,21
1103,1,18,11,20
1104,1,16,12,21
1105,1,19,14,16
1106,1,17,12,20
1107,1,14,10,25
1108,1,18,9,22
1109,1,16,16,17
1110,1,15,16,18
1111,1,17,12,20
1112,1,18,16,15
1113,1,17,11,21
1114,1,16,14,19
1115,1,17,13,19
1116,1,17,15,17
1117,1,16,14,19
1118,1,18,13,18
1119,2,15,15,18
1120,1,14,14,21
1121,1,17,13,19
1122,1,16,15,18
1123,1,15,14,20
1124,1,17,15,17
1125,1,18,14,17
1126,1,18,12,19
1127,1,16,14,19
1128,1,17,12,20
1129,2,17,12,19
1130,2,17,12,19
1131,1,18,13,18
1132,0,17,13,20
1133,0,18,14,18
1134,0,18,11,21
1135,0,16,17,17
1136,0,16,12,22
1137,0,16,14,20
1138,0,18,11,21
1139,0,14,14,22
1140,0,17,14,19
1141,0,15,15,20
1142,0,15,16,19
1143,0,13,17,20
1144,1,15,18,16
1145,0,15,15,20
1146,0,16,15,19
1147,0,18,12,20
1148,1,15,14,20
1149,0,15,16,19
1150,1,19,13,17
1151,1,17,15,17
1152,1,18,12,19
1153,2,17,15,16
1154,1,18,14,17
1155,0,14,17,19
1156,1,19,16,14
1157,0,18,15,17
1158,1,17,15,17
1159,1,16,16,17
1160,0,17,16,17
1161,0,16,17,17
1162,1,16,18,15
1163,0,15,17,18
1164,1,16,13,20
1165,3,17,14,16
1166,0,17,15,18
1167,1,17,18,14
1168,1,16,13,20
1169,0,15,17,18
1170,1,16,17,16
1171,0,14,19,17
1172,1,17,16,16
1173,1,15,17,17
1174,1,15,16,18
1175,1,15,20,14
1176,1,14,20,15
1177,1,16,15,18
1178,1,15,18,16
1179,0,14,18,18
1180,0,17,15,18
1181,0,17,14,19
1182,1,16,13,20
1183,0,17,14,19
1184,0,18,13,19
1185,0,16,14,20
1186,0,15,17,18
1187,0,16,15,19
1188,0,17,16,17
1189,0,19,14,17
1190,0,18,13,19
1191,0,17,13,20
1192,1,16,14,19
1193,0,18,13,19
1194,0,14,16,20
1195,0,18,12,20
1196,0,16,14,20
1197,0,15,16,19
1198,0,12,14,24
1199,1,15,16,18
1200,0,19,16,15
1201,0,18,15,17
1202,0,19,14,17
1203,0,18,17,15
1204,0,17,15,18
1205,0,17,13,20
1206,0,17,17,16
1207,0,15,14,21
1208,0,18,12,20
1209,1,19,16,14
1210,0,18,14,18
1211,0,18,15,17
1212,0,18,16,16
1213,0,16,17,17
1214,0,15,13,22
1215,1,20,14,15
1216,0,17,17,16
1217,0,19,17,14
1218,1,17,16,16
1219,0,18,16,16
1220,0,18,16,16
1221,1,17,15,17
1222,1,18,13,18
1223,1,15,18,16
1224,1,14,16,19
1225,1,15,15,19
1226,0,20,14,16
1227,0,17,16,17
1228,0,16,14,20
1229,0,17,15,18
1230,0,17,14,19
1231,0,22,13,15
1232,0,21,12,17
1233,0,18,15,17
1234,0,18,15,17
1235,0,18,14,18
1236,0,18,17,15
1237,0,19,14,17
1238,0,19,15,16
1239,0,19,15,16
1240,1,21,14,14
1241,0,18,14,18
1242,0,20,14,16
1243,0,18,15,17
1244,0,19,12,19
1245,0,17,15,18
1246,0,17,18,15
1247,0,18,15,17
1248,0,17,18,15
1249,0,17,14,19
1250,0,19,14,17
1251,0,18,16,16
1252,0,17,16,17
1253,0,18,14,18
1254,0,15,15,20
1255,0,18,15,17
1256,1,18,12,19
1257,1,17,13,19
1258,0,17,15,18
1259,0,16,15,19
1260,0,15,16,19
1261,0,17,13,20
1262,0,17,16,17
1263,1,14,15,20
1264,0,15,16,19
1265,0,19,13,18
1266,0,17,16,17
1267,0,17,14,19
1268,0,15,13,22
1269,0,14,14,22
1270,0,14,15,21
1271,0,17,14,19
1272,0,14,16,20
1273,0,15,14,21
1274,0,17,16,17
1275,0,18,16,16
1276,1,16,15,18
1277,0,16,15,19
1278,0,18,11,21
1279,0,16,18,16
1280,0,15,15,20
1281,0,15,15,20
1282,0,17,15,18
1283,0,16,14,20
1284,0,17,13,20
1285,0,15,16,19
1286,0,18,13,19
1287,0,16,14,20
1288,0,18,13,19
1289,0,17,15,18
1290,0,15,15,20
1291,0,18,15,17
1292,0,17,13,20
1293,0,17,16,17
1294,0,18,15,17
1295,0,16,14,20
1296,0,16,17,17
1297,0,17,14,19
1298,0,18,15,17
1299,0,18,16,16
1300,0,21,11,18
1301,0,17,15,18
1302,0,16,19,15
1303,0,16,16,18
1304,0,18,15,17
1305,0,17,16,17
1306,0,16,16,18
1307,0,18,14,18
1308,0,18,12,20
1309,0,17,13,20
1310,0,18,16,16
1311,1,21,9,19
1312,0,19,16,15
1313,0,16,14,20
1314,0,19,15,16
1315,0,17,15,18
1316,0,17,16,17
1317,1,17,14,18
1318,0,15,17,18
1319,0,17,14,19
1320,0,17,13,20
1321,0,18,13,19
1322,0,15,13,22
1323,0,18,15,17
1324,0,15,14,21
1325,0,14,18,18
1326,0,14,16,20
1327,0,15,15,20
1328,0,18,17,15
1329,0,17,14,19
1330,0,17,14,19
1331,0,18,12,20
1332,0,17,15,18
1333,0,18,13,19
1334,0,15,17,18
1335,0,17,18,15
1336,0,16,18,16
1337,0,19,13,18
1338,0,15,17,18
1339,1,15,13,21
1340,0,16,13,21
1341,0,17,15,18
1342,1,17,15,17
1343,1,17,15,17
1344,0,17,16,17
1345,0,17,13,20
1346,0,17,14,19
1347,1,16,14,19
1348,2,16,16,16
1349,0,17,15,18
1350,0,15,16,19
1351,0,19,13,18
1352,1,16,14,19
1353,0,18,15,17
1354,0,16,15,19
1355,0,17,13,20
1356,0,16,15,19
1357,0,19,12,19
1358,0,17,15,18
1359,0,18,14,18
