Precinct,Winner_1,Winner_2,Winner_3
000101,C15,C14,C01
000102,C15,C03,C14
000103,C15,C06,C14
000201,C13,C15,C11
000202,C13,C03,C01
000203,C13,C04,C01
000301,C13,C15,C14
000302,C13,C15,C01
000303,C13,C11,C02
000401,C13,C11,C01
000402,C12,C11,C01
000403,C02,C09,C11
000501,C13,C11,C01
000502,C02,C11,C01
000503,C13,C02,C01
000601,C02,C12,C15
000602,C12,C11,C01
000603,C12,C14,C01
000701,C12,C09,C01
000702,C12,C09,C01
000703,C12,C09,C01
000801,C02,C09,C01
000802,C02,C09,C01
000803,C02,C09,C01
000901,C06,C09,C01
000902,C06,C09,C01
000903,C06,C01,C14
001001,C02,C05,C01
001002,C02,C09,C01
001003,C13,C09,C11
001101,C03,C09,C11
001102,C13,C06,C05
001103,C02,C06,C05
