Precinct,Winner_1,Winner_2,Winner_3
000101,C17,C16,C03
000102,C17,C16,C14
000103,C17,C16,C14
000201,C12,C17,C14
000202,C02,C19,C15
000203,C02,C12,C03
000301,C17,C16,C14
000302,C17,C03,C14
000303,C12,C18,C14
000401,C12,C03,C14
000402,C13,C03,C14
000403,C02,C12,C14
000501,C12,C03,C14
000502,C12,C03,C14
000503,C17,C03,C14
000601,C13,C17,C03
000602,C12,C03,C14
000603,C13,C16,C03
000701,C13,C06,C03
000702,C06,C18,C03
000703,C02,C03,C14
000801,C13,C03,C02
000802,C13,C08,C03
000803,C02,C08,C14
000901,C15,C08,C03
000902,C08,C03,C14
000903,C16,C08,C03
001001,WI0,C03,C06
001002,C13,C06,C03
001003,C12,C03,C14
001101,C12,C17,C14
001102,C08,C06,C14
001103,C08,C06,C14
