Precinct,Winner_1,Winner_2,Winner_3
MINNEAPOLIS W-4 P-01,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
MINNEAPOLIS W-4 P-02,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
MINNEAPOLIS W-4 P-03,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
MINNEAPOLIS W-4 P-05,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
MINNEAPOLIS W-4 P-06,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
MINNEAPOLIS W-4 P-07,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
MINNEAPOLIS W-4 P-08,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
