Precinct,Winner_1,Winner_2,Winner_3
MINNEAPOLIS W-9 P-01,ABDI ABDULLE,TY MOORE,ALONDRA CANO
MINNEAPOLIS W-9 P-02,TY MOORE,ALONDRA CANO,CHARLES CURTIS
MINNEAPOLIS W-9 P-03,ABDI ABDULLE,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-04,ABDI ABDULLE,TY MOORE,ALONDRA CANO
MINNEAPOLIS W-9 P-05,ABDI ABDULLE,ALONDRA CANO,TY MOORE
MINNEAPOLIS W-9 P-06,TY MOORE,ALONDRA CANO,CHARLES CURTIS
MINNEAPOLIS W-9 P-07,TY MOORE,ALONDRA CANO,CHARLES CURTIS
MINNEAPOLIS W-9 P-08,ABDI ABDULLE,TY MOORE,CHARLES CURTIS
