Precinct,Winner_1,Winner_2,Winner_3
97,373,369,370
98,373,369,370
99,373,369,370
100,373,369,370
101,373,369,370
102,373,369,370
103,373,369,370
104,373,369,370
105,373,369,370
106,373,369,370
107,373,369,370
108,373,369,370
109,373,369,370
110,373,369,370
111,373,369,370
112,373,369,370
113,373,369,370
114,373,369,370
115,373,369,370
116,373,369,370
117,373,369,370
118,373,369,370
119,373,369,370
120,373,369,370
121,373,369,370
122,373,369,370
123,373,369,370
124,373,369,370
125,373,369,370
126,373,369,370
127,373,369,370
128,373,369,370
129,373,369,370
130,373,369,370
131,373,369,370
132,373,369,370
133,373,369,370
134,373,369,370
135,373,369,370
136,373,369,370
137,373,369,370
138,373,369,370
139,373,369,370
140,373,369,370
141,373,369,370
142,373,369,370
143,373,369,370
144,373,369,370
145,373,369,370
146,373,369,370
147,373,369,370
148,373,369,370
149,373,369,370
150,373,369,370
151,373,369,370
152,373,369,370
153,373,369,370
154,373,369,370
155,373,369,370
156,373,369,370
157,373,369,370
158,373,369,370
159,373,369,370
224,373,369,370
225,373,369,370
226,373,369,370
227,373,369,370
228,373,369,370
229,373,369,370
230,373,369,370
231,373,369,370
232,373,369,370
233,373,369,370
234,373,369,370
235,373,369,370
236,373,369,370
237,373,369,370
238,373,369,370
239,373,369,370
240,373,369,370
241,373,369,370
242,373,369,370
243,373,369,370
244,373,369,370
245,373,369,370
246,373,369,370
247,373,369,370
248,373,369,370
249,373,369,370
250,373,369,370
251,373,369,370
252,373,369,370
253,373,369,370
254,373,369,370
255,373,369,370
256,373,369,370
257,373,369,370
258,373,369,370
259,373,369,370
260,373,369,370
261,373,369,370
262,373,369,370
263,373,369,370
264,373,369,370
265,373,369,370
266,373,369,370
267,373,369,370
268,373,369,370
269,373,369,370
270,373,369,370
271,373,369,370
272,373,369,370
273,373,369,370
274,373,369,370
275,373,369,370
276,373,369,370
277,373,369,370
278,373,369,370
279,373,369,370
280,373,369,370
281,373,369,370
282,373,369,370
283,373,369,370
284,373,369,370
285,373,369,370
286,373,369,370
287,373,369,370
288,373,369,370
289,373,369,370
290,373,369,370
291,373,369,370
292,373,369,370
293,373,369,370
294,373,369,370
295,373,369,370
296,373,369,370
297,373,369,370
298,373,369,370
299,373,369,370
300,373,369,370
301,373,369,370
302,373,369,370
303,373,369,370
304,373,369,370
305,373,369,370
306,373,369,370
307,373,369,370
308,373,369,370
309,373,369,370
310,373,369,370
311,373,369,370
312,373,369,370
313,373,369,370
314,373,369,370
315,373,369,370
316,373,369,370
317,373,369,370
318,373,369,370
319,373,369,370
320,373,369,370
321,373,369,370
322,373,369,370
323,373,369,370
324,373,369,370
325,373,369,370
326,373,369,370
327,373,369,370
328,373,369,370
329,373,369,370
330,373,369,370
331,373,369,370
332,373,369,370
333,373,369,370
334,373,369,370
335,373,369,370
336,373,369,370
337,373,369,370
338,373,369,370
339,373,369,370
340,373,369,370
341,373,369,370
342,373,369,370
343,373,369,370
344,373,369,370
345,373,369,370
346,373,369,370
347,373,369,370
348,373,369,370
349,373,369,370
350,373,369,370
351,373,369,370
352,373,369,370
353,373,369,370
354,373,369,370
355,373,369,370
356,373,369,370
357,373,369,370
358,373,369,370
359,373,369,370
360,373,369,370
361,373,369,370
362,373,369,370
363,373,369,370
369,373,369,370
370,373,369,370
371,373,369,370
372,373,369,370
373,373,369,370
374,373,369,370
375,373,369,370
376,373,369,370
377,373,369,370
378,373,369,370
379,373,369,370
380,373,369,370
381,373,369,370
382,373,369,370
383,373,369,370
384,373,369,370
385,373,369,370
386,373,369,370
387,373,369,370
388,373,369,370
389,373,369,370
390,373,369,370
793,373,369,370
794,373,369,370
795,373,369,370
796,373,369,370
797,373,369,370
798,373,369,370
799,373,369,370
800,373,369,370
801,373,369,370
802,373,369,370
803,373,369,370
804,373,369,370
805,373,369,370
806,373,369,370
807,373,369,370
808,373,369,370
811,373,369,370
812,372,373,370
813,373,369,370
814,373,369,370
816,373,369,370
817,372,369,370
818,373,369,370
819,373,369,370
820,371,369,370
821,373,369,370
822,373,369,370
823,373,369,370
824,373,369,370
825,373,369,370
826,373,369,370
827,373,369,370
828,373,369,370
829,372,369,370
830,373,369,370
832,373,369,370
833,373,369,370
834,373,369,370
835,373,369,370
837,373,369,370
838,373,369,370
839,373,369,370
