Precinct,Winner_1,Winner_2,Winner_3
101,393,397,402
102,393,397,402
103,399,397,393
104,399,397,393
105,399,397,393
106,397,393,402
107,399,393,397
108,399,397,393
109,399,393,397
110,399,393,402
111,399,393,397
112,399,397,393
113,399,393,402
114,397,393,402
115,393,397,402
116,393,397,402
117,393,397,402
118,393,397,402
119,393,397,402
120,393,397,402
121,393,397,402
122,397,393,402
123,393,397,402
124,393,397,402
125,393,397,402
126,393,397,402
127,397,393,402
128,397,393,402
129,393,397,402
130,399,397,393
131,397,393,402
132,397,393,402
133,393,397,402
134,393,397,402
135,397,393,402
136,393,397,402
137,397,393,402
138,393,397,402
139,393,397,402
140,393,397,402
141,397,393,402
142,393,397,402
143,393,397,402
144,399,397,402
145,399,393,402
146,393,397,402
147,399,393,402
148,399,397,393
149,399,393,397
150,399,393,397
151,399,397,393
152,399,393,397
153,399,393,397
154,399,393,397
155,399,397,393
156,399,393,402
157,399,397,393
158,399,393,397
159,399,397,393
160,399,393,397
161,399,397,393
162,397,393,402
163,399,393,397
231,393,397,402
232,397,393,402
233,397,393,402
234,397,393,402
235,397,393,402
236,393,397,402
237,397,393,402
238,397,393,402
239,393,397,402
240,393,397,402
241,393,397,402
242,397,393,402
243,393,397,402
244,397,393,402
245,393,397,402
246,393,397,402
247,397,393,402
248,397,393,402
249,397,393,402
250,393,397,402
251,397,393,402
252,397,393,402
253,397,393,402
254,399,393,402
255,397,393,402
256,397,393,402
257,397,393,402
258,393,397,402
259,393,397,402
260,393,397,402
261,393,397,402
262,393,397,402
263,393,397,402
264,397,393,402
265,397,393,402
266,393,397,402
267,393,397,402
268,393,397,402
269,393,397,402
270,393,397,402
271,393,397,402
272,397,393,402
273,393,397,402
274,397,393,402
275,393,397,402
276,393,397,402
277,397,393,402
278,393,397,402
279,397,393,402
280,397,393,402
281,393,397,402
282,397,393,402
283,393,397,402
284,393,397,402
285,393,397,402
286,393,397,402
287,393,397,402
288,393,397,402
289,397,393,402
290,393,397,402
291,397,393,402
292,393,397,402
293,393,397,402
294,393,397,402
295,397,393,402
296,393,397,402
297,397,393,402
298,393,397,402
299,397,393,402
300,397,393,402
301,393,397,402
302,397,393,402
303,393,397,402
304,393,397,402
305,397,393,402
306,397,393,402
307,393,397,402
308,397,393,402
309,397,393,402
310,399,397,393
311,397,393,402
312,397,393,402
313,393,397,402
314,397,393,402
315,393,397,402
316,393,397,402
317,397,393,402
318,393,397,402
319,397,393,402
320,393,397,402
321,393,397,402
322,393,397,402
323,397,393,402
324,397,393,402
325,393,397,402
326,397,393,402
327,393,397,402
328,397,393,402
329,397,393,402
330,397,393,402
331,397,393,402
332,393,397,402
333,397,393,402
334,393,397,402
335,393,397,402
336,397,393,402
337,393,397,402
338,393,397,402
339,393,397,402
340,397,393,402
341,393,397,402
342,393,397,402
343,397,393,402
344,397,393,402
345,393,397,402
346,397,393,402
347,397,393,402
348,397,393,402
349,393,397,402
350,393,397,402
351,393,397,402
352,393,397,402
353,397,393,402
354,393,397,402
355,399,393,397
356,397,393,402
357,399,393,397
358,393,397,402
359,393,397,402
360,393,397,402
361,397,393,402
362,393,397,402
363,397,393,402
364,393,397,402
365,397,393,402
366,393,397,402
367,397,393,402
368,397,393,402
369,397,393,402
375,393,397,402
376,393,397,402
377,397,393,402
378,399,393,397
379,393,397,402
380,397,393,402
381,400,393,397
382,397,393,402
383,397,393,402
384,393,397,402
385,397,393,402
386,397,393,402
387,397,393,402
388,393,397,402
389,393,397,402
390,393,397,402
391,397,393,402
392,397,393,402
393,397,393,402
394,397,393,402
395,393,397,402
396,393,397,402
397,400,397,393
787,399,393,397
789,393,397,402
790,393,397,402
791,393,397,402
792,399,397,402
793,399,397,402
794,397,393,402
795,399,397,393
797,399,397,402
798,393,397,402
799,393,397,402
801,397,393,402
802,393,397,402
803,397,393,402
804,397,393,402
805,399,393,402
806,393,397,402
807,397,393,402
808,393,397,395
809,393,397,402
810,400,396,402
811,393,397,395
