Precinct,Winner_1,Winner_2,Winner_3
134,495,492,494
135,492,494,495
136,495,492,494
137,492,494,495
270,495,493,494
271,493,494,495
297,495,493,494
298,492,494,495
319,492,494,495
330,492,494,495
331,492,494,495
334,495,493,494
335,495,493,494
336,493,494,495
337,495,492,494
338,495,494,492
339,493,494,495
341,492,494,495
342,492,494,495
343,495,494,493
344,495,493,494
345,495,494,493
831,495,494,492
833,495,492,494
835,495,492,494
845,495,492,494
852,495,493,494
858,495,494,493
862,495,494,493
