,HISP,NH_ASIAN,NH_BLACK,NH_WHITE,TOTPOP,step,ward
2646,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,264,4
2647,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,264,0
2648,12514.774499126532,612.0021000348331,211790.2541114058,44230.16887483844,272384.132894677,264,2
2649,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,264,3
2650,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,265,1
2651,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,265,5
2652,5330.635661198368,4025.1963446993645,251015.37913201415,15165.913423878264,280154.41412562045,265,2
2653,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,265,6
2654,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,265,8
2655,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,265,7
2656,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,265,4
2657,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,265,0
2658,41397.86345097145,682.9030469385367,170581.09024535323,49296.47081434283,265256.05680679926,265,9
2659,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,265,3
2660,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,266,1
2661,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,266,5
2662,5330.635661198368,4025.1963446993645,251015.37913201415,15165.913423878264,280154.41412562045,266,2
2663,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,266,6
2664,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,266,8
2665,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,266,7
2666,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,266,4
2667,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,266,0
2668,41397.86345097145,682.9030469385367,170581.09024535323,49296.47081434283,265256.05680679926,266,9
2669,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,266,3
2670,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,267,1
2671,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,267,5
2672,5330.635661198368,4025.1963446993645,251015.37913201415,15165.913423878264,280154.41412562045,267,2
2673,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,267,6
2674,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,267,8
2675,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,267,7
2676,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,267,4
2677,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,267,0
2678,41397.86345097145,682.9030469385367,170581.09024535323,49296.47081434283,265256.05680679926,267,9
2679,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,267,3
2680,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,268,1
2681,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,268,5
2682,5330.635661198368,4025.1963446993645,251015.37913201415,15165.913423878264,280154.41412562045,268,2
2683,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,268,6
2684,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,268,8
2685,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,268,7
2686,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,268,4
2687,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,268,0
2688,41397.86345097145,682.9030469385367,170581.09024535323,49296.47081434283,265256.05680679926,268,9
2689,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,268,3
2690,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,269,1
2691,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,269,5
2692,5330.635661198368,4025.1963446993645,251015.37913201415,15165.913423878264,280154.41412562045,269,2
2693,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,269,6
2694,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,269,8
2695,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,269,7
2696,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,269,4
2697,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,269,0
2698,41397.86345097145,682.9030469385367,170581.09024535323,49296.47081434283,265256.05680679926,269,9
2699,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,269,3
2700,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,270,1
2701,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,270,5
2702,11647.071044923956,4059.0997639421257,226660.87475021035,15629.26091684655,262619.33156862267,270,2
2703,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,270,6
2704,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,270,8
2705,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,270,7
2706,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,270,4
2707,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,270,0
2708,35081.42806724585,648.9996276957754,194935.59462715703,48833.12332137455,282791.13936379703,270,9
2709,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,270,3
2710,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,271,1
2711,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,271,5
2712,11647.071044923956,4059.0997639421257,226660.87475021035,15629.26091684655,262619.33156862267,271,2
2713,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,271,6
2714,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,271,8
2715,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,271,7
2716,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,271,4
2717,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,271,0
2718,35081.42806724585,648.9996276957754,194935.59462715703,48833.12332137455,282791.13936379703,271,9
2719,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,271,3
2720,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,272,1
2721,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,272,5
2722,11647.071044923956,4059.0997639421257,226660.87475021035,15629.26091684655,262619.33156862267,272,2
2723,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,272,6
2724,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,272,8
2725,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,272,7
2726,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,272,4
2727,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,272,0
2728,35081.42806724585,648.9996276957754,194935.59462715703,48833.12332137455,282791.13936379703,272,9
2729,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,272,3
2730,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,273,1
2731,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,273,5
2732,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,273,2
2733,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,273,6
2734,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,273,8
2735,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,273,7
2736,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,273,4
2737,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,273,0
2738,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,273,9
2739,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,273,3
2740,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,274,1
2741,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,274,5
2742,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,274,2
2743,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,274,6
2744,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,274,8
2745,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,274,7
2746,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,274,4
2747,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,274,0
2748,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,274,9
2749,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,274,3
2750,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,275,1
2751,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,275,5
2752,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,275,2
2753,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,275,6
2754,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,275,8
2755,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,275,7
2756,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,275,4
2757,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,275,0
2758,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,275,9
2759,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,275,3
2760,112084.33246777934,27824.89628689314,107838.48842630172,32011.66521974185,283293.0253163514,276,2
2761,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,276,5
2762,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,276,1
2763,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,276,6
2764,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,276,8
2765,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,276,7
2766,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,276,4
2767,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,276,0
2768,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,276,9
2769,155644.51420418525,3954.842654297319,51366.78419925555,55309.39511834633,268215.96125454805,276,3
2770,124602.92841326445,30076.56140492145,72183.20488308038,36550.847416111494,266680.6216074322,277,3
2771,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,277,5
2772,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,277,1
2773,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,277,6
2774,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,277,8
2775,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,277,7
2776,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,277,4
2777,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,277,0
2778,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,277,9
2779,143125.9182587001,1703.1775362690112,87022.06774247688,50770.21292197669,284828.36496346723,277,2
2780,124602.92841326445,30076.56140492145,72183.20488308038,36550.847416111494,266680.6216074322,278,3
2781,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,278,5
2782,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,278,1
2783,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,278,6
2784,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,278,8
2785,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,278,4
2786,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,278,7
2787,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,278,0
2788,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,278,9
2789,143125.9182587001,1703.1775362690112,87022.06774247688,50770.21292197669,284828.36496346723,278,2
2790,124602.92841326445,30076.56140492145,72183.20488308038,36550.847416111494,266680.6216074322,279,3
2791,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,279,5
2792,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,279,1
2793,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,279,6
2794,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,279,8
2795,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,279,4
2796,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,279,7
2797,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,279,0
2798,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,279,9
2799,143125.9182587001,1703.1775362690112,87022.06774247688,50770.21292197669,284828.36496346723,279,2
2800,124602.92841326445,30076.56140492145,72183.20488308038,36550.847416111494,266680.6216074322,280,3
2801,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,280,5
2802,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,280,1
2803,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,280,4
2804,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,280,8
2805,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,280,6
2806,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,280,7
2807,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,280,0
2808,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,280,9
2809,143125.9182587001,1703.1775362690112,87022.06774247688,50770.21292197669,284828.36496346723,280,2
2810,124602.92841326445,30076.56140492145,72183.20488308038,36550.847416111494,266680.6216074322,281,3
2811,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,281,5
2812,39050.9148143961,4132.044596336997,206694.71914473647,24895.195524139417,279435.65461690555,281,1
2813,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,281,4
2814,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,281,8
2815,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,281,6
2816,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,281,7
2817,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,281,0
2818,7677.5842977737175,576.0547953009043,214901.75023263093,39567.188714081676,265974.81631551415,281,9
2819,143125.9182587001,1703.1775362690112,87022.06774247688,50770.21292197669,284828.36496346723,281,2
2820,124602.92841326445,30076.56140492145,72183.20488308038,36550.847416111494,266680.6216074322,282,3
2821,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,282,5
2822,33827.695719761374,4134.098879182468,214906.37307238186,23705.16018803158,281277.37031981855,282,1
2823,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,282,4
2824,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,282,8
2825,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,282,6
2826,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,282,7
2827,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,282,0
2828,12900.803392408432,574.0005124554333,206690.09630498555,40757.22405018952,264133.10061260115,282,9
2829,143125.9182587001,1703.1775362690112,87022.06774247688,50770.21292197669,284828.36496346723,282,2
2830,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,283,2
2831,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,283,5
2832,33827.695719761374,4134.098879182468,214906.37307238186,23705.16018803158,281277.37031981855,283,1
2833,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,283,4
2834,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,283,8
2835,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,283,6
2836,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,283,7
2837,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,283,0
2838,12900.803392408432,574.0005124554333,206690.09630498555,40757.22405018952,264133.10061260115,283,9
2839,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,283,3
2840,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,284,2
2841,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,284,5
2842,29139.295119759783,4086.098872865975,214542.22841419798,19465.008127658384,271828.6908941888,284,1
2843,101355.39059039309,7487.657868125434,89564.89297352651,69616.60327127227,271457.23862112936,284,4
2844,80612.45177358473,23635.231981737536,6180.321280125314,157900.06347954564,274102.82578893646,284,8
2845,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,284,6
2846,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,284,7
2847,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,284,0
2848,17589.203992410025,622.0005187719264,207054.24096316943,44997.37611056272,273581.7800382309,284,9
2849,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,284,3
2850,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,285,2
2851,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,285,5
2852,29139.295119759783,4086.098872865975,214542.22841419798,19465.008127658384,271828.6908941888,285,1
2853,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,285,4
2854,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,285,8
2855,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,285,6
2856,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,285,7
2857,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,285,0
2858,17589.203992410025,622.0005187719264,207054.24096316943,44997.37611056272,273581.7800382309,285,9
2859,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,285,3
2860,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,286,2
2861,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,286,5
2862,29139.295119759783,4086.098872865975,214542.22841419798,19465.008127658384,271828.6908941888,286,1
2863,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,286,4
2864,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,286,6
2865,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,286,8
2866,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,286,7
2867,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,286,0
2868,17589.203992410025,622.0005187719264,207054.24096316943,44997.37611056272,273581.7800382309,286,9
2869,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,286,3
2870,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,287,8
2871,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,287,5
2872,29139.295119759783,4086.098872865975,214542.22841419798,19465.008127658384,271828.6908941888,287,1
2873,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,287,4
2874,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,287,6
2875,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,287,2
2876,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,287,7
2877,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,287,0
2878,17589.203992410025,622.0005187719264,207054.24096316943,44997.37611056272,273581.7800382309,287,9
2879,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,287,3
2880,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,288,8
2881,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,288,5
2882,11647.071044923956,4059.0997639421257,226660.87475021035,15629.26091684655,262619.33156862267,288,1
2883,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,288,4
2884,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,288,6
2885,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,288,2
2886,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,288,7
2887,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,288,0
2888,35081.42806724585,648.9996276957754,194935.59462715703,48833.12332137455,282791.13936379703,288,9
2889,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,288,3
2890,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,289,8
2891,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,289,5
2892,11647.071044923956,4059.0997639421257,226660.87475021035,15629.26091684655,262619.33156862267,289,1
2893,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,289,4
2894,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,289,6
2895,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,289,7
2896,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,289,2
2897,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,289,0
2898,35081.42806724585,648.9996276957754,194935.59462715703,48833.12332137455,282791.13936379703,289,9
2899,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,289,3
2900,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,290,8
2901,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,290,5
2902,11647.071044923956,4059.0997639421257,226660.87475021035,15629.26091684655,262619.33156862267,290,1
2903,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,290,4
2904,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,290,6
2905,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,290,0
2906,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,290,2
2907,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,290,7
2908,35081.42806724585,648.9996276957754,194935.59462715703,48833.12332137455,282791.13936379703,290,9
2909,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,290,3
2910,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,291,8
2911,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,291,5
2912,11647.071044923956,4059.0997639421257,226660.87475021035,15629.26091684655,262619.33156862267,291,1
2913,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,291,4
2914,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,291,6
2915,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,291,0
2916,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,291,2
2917,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,291,7
2918,35081.42806724585,648.9996276957754,194935.59462715703,48833.12332137455,282791.13936379703,291,9
2919,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,291,3
2920,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,292,8
2921,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,292,5
2922,4761.563465540781,3999.195459939707,238119.90560525534,15039.908890927385,266343.89880082395,292,9
2923,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,292,4
2924,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,292,6
2925,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,292,0
2926,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,292,2
2927,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,292,7
2928,41966.935646629034,708.9039316981945,183476.56377211207,49422.47534729371,279066.57213159575,292,1
2929,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,292,3
2930,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,293,8
2931,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,293,5
2932,4761.563465540781,3999.195459939707,238119.90560525534,15039.908890927385,266343.89880082395,293,9
2933,41939.02371598455,10801.590795825556,88002.77638976717,134963.19130106593,279646.6347946633,293,4
2934,140028.81864799326,20321.299054037416,7742.437863884672,92553.47544975198,265913.42961540254,293,6
2935,146114.2173278154,1987.9869055143108,103992.77337033817,19976.275420745238,274488.3547517363,293,2
2936,52392.85854847867,12226.526933166146,11041.8782161054,182137.94906990853,263148.1527650262,293,0
2937,36134.04707821367,27233.584876864716,41813.84797467092,156755.91974158533,268262.120398804,293,7
2938,41966.935646629034,708.9039316981945,183476.56377211207,49422.47534729371,279066.57213159575,293,1
2939,128817.42285811961,1483.0515255566243,86768.80597846927,47537.49787865586,266746.5794920061,293,3
2940,138911.42381384497,30296.687415633834,72436.46664708799,39783.562459432316,284762.40707889333,294,8
2941,53262.688897380016,37210.17310176349,43649.54418230905,137639.7444406338,280412.85017104866,294,5
