,HISP,NH_ASIAN,NH_BLACK,NH_WHITE,TOTPOP,step,ward
54,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,5,1
55,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,5,8
56,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,5,4
57,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,5,2
58,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,5,5
59,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,5,6
60,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,6,3
61,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,6,9
62,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,6,0
63,39386.9548046477,952.936134426294,210183.2010808658,13110.990354978194,267462.77929144143,6,7
64,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,6,4
65,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,6,8
66,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,6,1
67,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,6,2
68,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,6,5
69,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,6,6
70,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,7,3
71,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,7,9
72,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,7,0
73,39386.9548046477,952.936134426294,210183.2010808658,13110.990354978194,267462.77929144143,7,7
74,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,7,4
75,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,7,2
76,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,7,1
77,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,7,8
78,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,7,5
79,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,7,6
80,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,8,1
81,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,8,9
82,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,8,0
83,39386.9548046477,952.936134426294,210183.2010808658,13110.990354978194,267462.77929144143,8,7
84,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,8,4
85,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,8,2
86,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,8,3
87,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,8,8
88,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,8,5
89,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,8,6
90,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,9,1
91,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,9,9
92,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,9,0
93,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,9,6
94,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,9,4
95,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,9,2
96,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,9,3
97,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,9,8
98,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,9,5
99,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,9,7
100,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,10,1
101,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,10,9
102,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,10,4
103,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,10,6
104,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,10,0
105,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,10,2
106,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,10,3
107,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,10,8
108,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,10,5
109,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,10,7
110,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,11,1
111,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,11,9
112,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,11,4
113,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,11,6
114,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,11,0
115,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,11,8
116,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,11,3
117,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,11,2
118,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,11,5
119,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,11,7
120,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,12,1
121,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,12,9
122,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,12,4
123,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,12,6
124,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,12,3
125,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,12,0
126,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,12,8
127,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,12,2
128,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,12,5
129,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,12,7
130,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,13,1
131,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,13,9
132,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,13,4
133,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,13,6
134,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,13,3
135,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,13,0
136,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,13,8
137,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,13,2
138,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,13,5
139,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,13,7
140,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,14,1
141,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,14,9
142,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,14,4
143,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,14,6
144,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,14,3
145,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,14,0
146,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,14,8
147,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,14,2
148,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,14,5
149,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,14,7
150,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,15,1
151,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,15,9
152,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,15,4
153,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,15,6
154,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,15,3
155,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,15,0
156,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,15,8
157,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,15,2
158,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,15,5
159,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,15,7
160,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,16,1
161,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,16,9
162,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,16,4
163,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,16,7
164,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,16,3
165,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,16,0
166,64734.47145218697,15327.615620468512,9866.432859233428,187023.47021497192,282984.5216726595,16,8
167,67185.12311434394,17754.00930582402,22422.061567111006,152005.32456520773,264896.90173086076,16,2
168,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,16,5
169,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,16,6
170,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,17,1
171,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,17,9
172,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,17,4
173,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,17,7
174,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,17,3
175,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,17,0
176,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,17,2
177,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,17,5
178,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,17,8
179,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,17,6
180,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,18,1
181,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,18,9
182,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,18,4
183,37847.0076636281,963.9900899490226,208476.51111089424,13002.027919186768,264117.5460796959,18,7
184,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,18,3
185,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,18,0
186,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,18,2
187,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,18,5
188,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,18,8
189,32077.787683490093,715.0098546584082,202881.5844198742,41782.71875718608,280613.39903903595,18,6
190,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,19,1
191,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,19,9
192,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,19,4
193,27957.859700489164,970.0960129092365,227881.53175865635,5362.271329079136,265664.3729871361,19,6
194,39737.07450251091,8564.437824735345,87842.79282362486,120016.03157314399,259621.35361425963,19,3
195,129178.00704912706,27912.022261638747,13063.38548827107,102962.80352225405,278578.34570392914,19,0
196,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,19,2
197,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,19,5
198,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,19,8
199,41966.935646629034,708.9039316981945,183476.56377211207,49422.47534729371,279066.57213159575,19,7
200,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,20,1
201,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,20,9
202,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,20,4
203,27957.859700489164,970.0960129092365,227881.53175865635,5362.271329079136,265664.3729871361,20,6
204,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,20,3
205,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,20,2
206,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,20,0
207,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,20,5
208,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,20,8
209,41966.935646629034,708.9039316981945,183476.56377211207,49422.47534729371,279066.57213159575,20,7
210,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,21,8
211,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,21,9
212,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,21,4
213,27957.859700489164,970.0960129092365,227881.53175865635,5362.271329079136,265664.3729871361,21,6
214,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,21,3
215,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,21,2
216,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,21,0
217,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,21,5
218,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,21,1
219,41966.935646629034,708.9039316981945,183476.56377211207,49422.47534729371,279066.57213159575,21,7
220,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,22,8
221,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,22,9
222,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,22,4
223,27957.859700489164,970.0960129092365,227881.53175865635,5362.271329079136,265664.3729871361,22,6
224,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,22,3
225,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,22,2
226,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,22,0
227,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,22,5
228,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,22,1
229,41966.935646629034,708.9039316981945,183476.56377211207,49422.47534729371,279066.57213159575,22,7
230,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,23,8
231,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,23,9
232,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,23,4
233,37981.13209027194,965.9900899490226,212148.8709506143,13036.04199210927,268001.01554611,23,7
234,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,23,3
235,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,23,2
236,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,23,0
237,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,23,5
238,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,23,1
239,31943.663256846252,713.0098546584082,199209.22458015414,41748.704684263575,276729.9295726219,23,6
240,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,24,5
241,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,24,9
242,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,24,4
243,37981.13209027194,965.9900899490226,212148.8709506143,13036.04199210927,268001.01554611,24,7
244,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,24,3
245,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,24,2
246,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,24,0
247,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,24,8
248,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,24,1
249,31943.663256846252,713.0098546584082,199209.22458015414,41748.704684263575,276729.9295726219,24,6
250,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,25,5
251,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,25,9
252,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,25,2
253,37981.13209027194,965.9900899490226,212148.8709506143,13036.04199210927,268001.01554611,25,7
254,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,25,3
255,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,25,4
256,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,25,0
257,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,25,8
258,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,25,1
259,31943.663256846252,713.0098546584082,199209.22458015414,41748.704684263575,276729.9295726219,25,6
260,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,26,5
261,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,26,9
262,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,26,2
263,39386.9548046477,952.936134426294,210183.2010808658,13110.990354978194,267462.77929144143,26,6
264,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,26,3
265,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,26,4
266,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,26,0
267,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,26,8
268,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,26,1
269,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,26,7
270,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,27,5
271,149166.18461291475,16996.359582150923,84514.0243415795,28886.62798246485,281979.89698578196,27,9
272,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,27,2
273,39386.9548046477,952.936134426294,210183.2010808658,13110.990354978194,267462.77929144143,27,6
274,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,27,3
275,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,27,0
276,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,27,4
277,159495.9788484141,1699.9963011091716,66612.95841341333,52770.240943228324,282500.403441348,27,8
278,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,27,1
279,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,27,7
280,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,28,5
281,139299.28306274893,1984.7053666685247,103291.2657619999,37043.25633811551,283919.4289336279,28,9
282,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,28,2
283,39386.9548046477,952.936134426294,210183.2010808658,13110.990354978194,267462.77929144143,28,6
284,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,28,3
285,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,28,0
286,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,28,4
287,169362.8803985799,16711.65051659157,47835.71699299293,44613.612587577656,280560.87149350205,28,8
288,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,28,1
289,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,28,7
290,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,29,0
291,139299.28306274893,1984.7053666685247,103291.2657619999,37043.25633811551,283919.4289336279,29,9
292,63887.4431896167,28415.68142167705,37514.02367834362,121860.0856532177,259477.46785476964,29,2
293,39386.9548046477,952.936134426294,210183.2010808658,13110.990354978194,267462.77929144143,29,6
294,57486.727651765745,31867.539710243294,10768.859326264052,165948.46412572238,272270.30321854446,29,3
295,115160.84291523031,11311.909734030129,13770.294984600614,133588.5239233281,279512.12258343154,29,5
296,111428.35389987222,4608.920376130797,90137.31898563188,57030.37096967564,265929.3960996443,29,4
297,169362.8803985799,16711.65051659157,47835.71699299293,44613.612587577656,280560.87149350205,29,8
298,16758.751651300598,21769.715192262403,18518.199441743818,205440.27085685154,268369.3008200888,29,1
299,30537.84054247049,726.0638101811369,201174.89444990264,41673.75632139465,277268.16582729045,29,7
300,41019.92188376737,27919.877737788796,143851.22529765483,55500.668869138666,274021.1638776595,30,0
301,139299.28306274893,1984.7053666685247,103291.2657619999,37043.25633811551,283919.4289336279,30,9
